Site Code,Month-Year,Date,FMS Maintenance Availability (Actual),FMS Mean Down Time (Hours),FMS Mean Failure Time (Hours),FMS Mean Time Between Down (Hours),FMS Mean Time Between Failure (Hours),FMS Mean Time To Repair (Hours),FMS Mobile Availability (Actual),FMS Operating Efficiency (Actual),FMS Use of Availability (Actual)
RDM,Apr-2023,2023-04-05 00:00:00,50.73%,10.84,2.8474673202614382,11.16,12.47,3.83,77.42%,88.07%,30.03%
RDM,Apr-2023,2023-04-06 00:00:00,49.32%,10.73,2.543333333333333,10.44,12.28,3.53,75.83%,87.70%,31.01%
RDM,Apr-2023,2023-04-07 00:00:00,48.88%,11.15,2.658235294117647,10.67,11.92,3.54,75.81%,89.38%,30.51%
RDM,Apr-2023,2023-04-08 00:00:00,49.48%,11.20,2.143595679012346,10.97,11.58,2.66,76.35%,91.80%,30.33%
RDM,Apr-2023,2023-04-09 00:00:00,43.29%,20.57,5.187444444444444,15.70,17.27,6.85,70.06%,89.14%,32.61%
RDM,Apr-2023,2023-04-10 00:00:00,38.66%,19.02,5.9460990338164255,11.99,13.55,7.11,67.29%,85.94%,30.64%
RDM,Apr-2023,2023-04-11 00:00:00,38.76%,18.65,5.402572463768116,11.81,13.35,6.90,67.73%,85.51%,30.15%
RDM,Apr-2023,2023-04-12 00:00:00,43.85%,21.48,4.235294117647059,16.78,19.74,7.24,71.55%,81.87%,31.06%
RDM,Apr-2023,2023-04-13 00:00:00,43.27%,22.05,4.500642361111112,16.82,19.98,7.37,71.84%,81.64%,29.90%
RDM,Apr-2023,2023-04-14 00:00:00,39.72%,22.13,1.40578125,14.58,18.23,7.60,70.26%,83.16%,27.89%
RDM,Apr-2023,2023-04-15 00:00:00,41.60%,20.80,0.9739074074074074,14.82,19.76,5.63,72.14%,81.52%,27.51%
RDM,Apr-2023,2023-04-16 00:00:00,42.83%,19.84,2.3045098039215683,14.87,18.37,6.47,72.44%,81.18%,28.50%
RDM,Apr-2023,2023-04-17 00:00:00,45.29%,22.75,3.5252991452991456,18.83,24.63,8.20,74.42%,80.94%,28.45%
RDM,Apr-2023,2023-04-18 00:00:00,48.65%,19.80,3.6462326388888893,18.76,21.11,5.43,76.43%,82.22%,29.22%
RDM,Apr-2023,2023-04-19 00:00:00,50.27%,18.00,1.9232407407407406,18.19,20.21,5.34,76.19%,79.49%,31.59%
RDM,Apr-2023,2023-04-20 00:00:00,50.13%,18.34,3.508559027777778,18.43,21.89,6.29,76.95%,79.56%,30.10%
RDM,Apr-2023,2023-04-21 00:00:00,48.92%,19.80,3.5530555555555554,18.97,20.09,7.40,76.44%,83.55%,29.52%
RDM,Apr-2023,2023-04-22 00:00:00,51.25%,14.34,1.9088194444444444,15.08,18.09,5.97,77.24%,81.94%,30.98%
RDM,Apr-2023,2023-04-23 00:00:00,55.16%,18.28,1.8302380952380954,22.49,28.92,7.02,78.23%,80.96%,34.22%
RDM,Apr-2023,2023-04-24 00:00:00,53.65%,17.87,1.8288888888888886,20.68,24.81,5.84,78.73%,80.33%,31.27%
RDM,Apr-2023,2023-04-25 00:00:00,48.60%,16.62,3.2021296296296295,15.71,20.08,7.01,74.73%,83.32%,31.99%
RDM,Apr-2023,2023-04-26 00:00:00,52.94%,20.27,2.105813492063492,22.80,27.69,7.38,77.21%,79.85%,33.21%
RDM,Apr-2023,2023-04-27 00:00:00,52.82%,19.34,0.2120726495726496,21.65,28.31,5.21,78.26%,83.57%,31.11%
RDM,Apr-2023,2023-04-28 00:00:00,50.60%,17.04,1.0101666666666667,17.46,24.44,6.18,76.33%,82.80%,31.77%
RDM,Apr-2023,2023-04-29 00:00:00,49.86%,16.82,1.4609413580246913,16.73,20.45,6.64,75.52%,80.80%,32.23%
RDM,Apr-2023,2023-04-30 00:00:00,51.10%,19.20,2.2225,20.06,27.23,7.28,75.88%,78.38%,33.23%
RDM,May-2023,2023-05-01 00:00:00,49.61%,20.18,5.9569074074074075,19.87,23.84,8.68,75.98%,80.66%,31.12%
RDM,May-2023,2023-05-02 00:00:00,54.66%,20.06,4.261111111111111,24.18,34.26,7.87,77.45%,82.77%,35.10%
RDM,May-2023,2023-05-03 00:00:00,53.20%,17.79,2.3662301587301586,20.22,27.44,8.22,77.65%,80.93%,32.72%
RDM,May-2023,2023-05-04 00:00:00,50.73%,18.19,4.214900793650793,18.73,25.41,9.27,77.14%,79.70%,30.50%
RDM,May-2023,2023-05-05 00:00:00,50.90%,16.72,1.4525213675213675,17.34,25.34,9.03,78.99%,80.22%,27.58%
RDM,May-2023,2023-05-06 00:00:00,53.45%,16.19,1.1214351851851851,18.59,29.43,7.78,79.65%,80.44%,29.33%
RDM,May-2023,2023-05-07 00:00:00,57.32%,13.76,2.7743923611111114,18.49,23.11,5.02,81.79%,77.90%,29.90%
RDM,May-2023,2023-05-08 00:00:00,56.76%,16.60,3.8177962962962964,21.80,24.71,6.53,81.33%,81.22%,30.14%
RDM,May-2023,2023-05-09 00:00:00,63.22%,17.17,3.5610101010101007,29.51,37.56,6.20,84.10%,79.50%,32.49%
RDM,May-2023,2023-05-10 00:00:00,59.35%,18.22,2.6955050505050506,26.60,33.86,6.86,83.13%,84.31%,29.63%
RDM,May-2023,2023-05-11 00:00:00,61.57%,19.22,2.8469444444444445,30.80,41.06,6.27,84.75%,84.04%,28.84%
RDM,May-2023,2023-05-12 00:00:00,56.73%,16.49,1.9029166666666668,21.62,34.59,5.97,82.56%,85.72%,27.71%
RDM,May-2023,2023-05-13 00:00:00,58.28%,16.85,1.1176157407407408,23.54,31.38,5.78,82.17%,82.38%,30.31%
RDM,May-2023,2023-05-14 00:00:00,53.50%,15.13,1.2146180555555557,17.41,21.76,5.77,79.99%,84.19%,28.78%
