Site Code,Month-Year,Date,FMS Maintenance Availability (Actual),FMS Mean Down Time (Hours),FMS Mean Failure Time (Hours),FMS Mean Time Between Down (Hours),FMS Mean Time Between Failure (Hours),FMS Mean Time To Repair (Hours),FMS Mobile Availability (Actual),FMS Operating Efficiency (Actual),FMS Use of Availability (Actual)
QBM,Jan-2021,2021-01-10 00:00:00,100.00%,0.00,,0.00,0.00,0.00,100.00%,100.00%,100.00%
QBM,Jan-2021,2021-01-11 00:00:00,100.00%,0.00,0,0.00,0.00,0.00,100.00%,100.00%,100.00%
QBM,Jan-2021,2021-01-12 00:00:00,100.00%,0.00,0,0.00,0.00,0.00,100.00%,100.00%,100.00%
QBM,Jan-2021,2021-01-13 00:00:00,100.00%,0.00,,0.00,0.00,0.00,100.00%,100.00%,100.00%
QBM,Jan-2021,2021-01-14 00:00:00,100.00%,0.00,,0.00,0.00,0.00,100.00%,100.00%,100.00%
QBM,Jan-2021,2021-01-15 00:00:00,100.00%,0.00,,0.00,0.00,0.00,100.00%,100.00%,100.00%
QBM,Jan-2021,2021-01-16 00:00:00,100.00%,0.00,,0.00,0.00,0.00,100.00%,100.00%,100.00%
QBM,Jan-2021,2021-01-17 00:00:00,100.00%,0.00,,0.00,0.00,0.00,100.00%,100.00%,100.00%
QBM,Jan-2021,2021-01-18 00:00:00,100.00%,0.00,,0.00,0.00,0.00,100.00%,100.00%,100.00%
QBM,Jan-2021,2021-01-19 00:00:00,100.00%,0.00,0,0.00,0.00,0.00,100.00%,100.00%,100.00%
QBM,Jan-2021,2021-01-20 00:00:00,100.00%,0.00,,0.00,0.00,0.00,100.00%,100.00%,100.00%
QBM,Jan-2021,2021-01-21 00:00:00,100.00%,0.00,,0.00,0.00,0.00,100.00%,100.00%,100.00%
QBM,Jan-2021,2021-01-22 00:00:00,100.00%,0.00,,0.00,0.00,0.00,100.00%,100.00%,100.00%
QBM,Jan-2021,2021-01-23 00:00:00,100.00%,0.00,,0.00,0.00,0.00,100.00%,100.00%,100.00%
QBM,Jan-2021,2021-01-24 00:00:00,100.00%,0.00,,0.00,0.00,0.00,100.00%,100.00%,100.00%
QBM,Jan-2021,2021-01-25 00:00:00,100.00%,0.00,,0.00,0.00,0.00,100.00%,100.00%,100.00%
QBM,Jan-2021,2021-01-26 00:00:00,100.00%,0.00,,0.00,0.00,0.00,100.00%,100.00%,100.00%
QBM,Jan-2021,2021-01-27 00:00:00,100.00%,0.00,,0.00,0.00,0.00,100.00%,100.00%,100.00%
QBM,Jan-2021,2021-01-28 00:00:00,100.00%,0.00,,0.00,0.00,0.00,100.00%,100.00%,100.00%
QBM,Jan-2021,2021-01-29 00:00:00,100.00%,0.00,,0.00,0.00,0.00,100.00%,100.00%,100.00%
QBM,Jan-2021,2021-01-30 00:00:00,100.00%,0.00,,0.00,0.00,0.00,100.00%,100.00%,100.00%
QBM,Jan-2021,2021-01-31 00:00:00,100.00%,0.00,,0.00,0.00,0.00,100.00%,100.00%,100.00%
QBM,Feb-2021,2021-02-01 00:00:00,100.00%,0.00,,0.00,0.00,0.00,100.00%,100.00%,100.00%
QBM,Feb-2021,2021-02-02 00:00:00,100.00%,0.00,,0.00,0.00,0.00,100.00%,100.00%,100.00%
QBM,Feb-2021,2021-02-03 00:00:00,100.00%,0.00,,0.00,0.00,0.00,100.00%,100.00%,100.00%
QBM,Feb-2021,2021-02-04 00:00:00,100.00%,0.00,,0.00,0.00,0.00,100.00%,100.00%,100.00%
QBM,Feb-2021,2021-02-05 00:00:00,100.00%,0.00,,0.00,0.00,0.00,100.00%,100.00%,100.00%
QBM,Feb-2021,2021-02-06 00:00:00,100.00%,0.00,,0.00,0.00,0.00,100.00%,100.00%,100.00%
QBM,Feb-2021,2021-02-07 00:00:00,100.00%,0.00,,0.00,0.00,0.00,100.00%,100.00%,100.00%
QBM,Feb-2021,2021-02-08 00:00:00,100.00%,0.00,,0.00,0.00,0.00,100.00%,100.00%,100.00%
QBM,Feb-2021,2021-02-09 00:00:00,100.00%,0.00,,0.00,0.00,0.00,100.00%,100.00%,100.00%
QBM,Feb-2021,2021-02-10 00:00:00,100.00%,0.00,,0.00,0.00,0.00,100.00%,100.00%,100.00%
QBM,Feb-2021,2021-02-11 00:00:00,100.00%,0.00,,0.00,0.00,0.00,100.00%,100.00%,100.00%
QBM,Feb-2021,2021-02-12 00:00:00,100.00%,0.00,,0.00,0.00,0.00,100.00%,100.00%,100.00%
QBM,Feb-2021,2021-02-13 00:00:00,100.00%,0.00,,0.00,0.00,0.00,100.00%,100.00%,100.00%
QBM,Feb-2021,2021-02-14 00:00:00,100.00%,0.00,,0.00,0.00,0.00,100.00%,100.00%,100.00%
QBM,Feb-2021,2021-02-15 00:00:00,100.00%,0.00,,0.00,0.00,0.00,100.00%,100.00%,100.00%
QBM,Feb-2021,2021-02-16 00:00:00,100.00%,0.00,,0.00,0.00,0.00,100.00%,100.00%,100.00%
QBM,Feb-2021,2021-02-17 00:00:00,100.00%,0.00,,0.00,0.00,0.00,100.00%,100.00%,100.00%
QBM,Feb-2021,2021-02-18 00:00:00,100.00%,0.00,,0.00,0.00,0.00,100.00%,100.00%,100.00%
QBM,Feb-2021,2021-02-19 00:00:00,100.00%,0.00,,0.00,0.00,0.00,100.00%,100.00%,100.00%
QBM,Feb-2021,2021-02-20 00:00:00,100.00%,0.00,,0.00,0.00,0.00,100.00%,100.00%,100.00%
QBM,Feb-2021,2021-02-21 00:00:00,100.00%,0.00,,0.00,0.00,0.00,100.00%,100.00%,100.00%
QBM,Feb-2021,2021-02-22 00:00:00,100.00%,0.00,,0.00,0.00,0.00,100.00%,100.00%,100.00%
QBM,Feb-2021,2021-02-23 00:00:00,100.00%,0.00,,0.00,0.00,0.00,100.00%,100.00%,100.00%
QBM,Feb-2021,2021-02-24 00:00:00,100.00%,0.00,,0.00,0.00,0.00,100.00%,100.00%,100.00%
QBM,Feb-2021,2021-02-25 00:00:00,100.00%,0.00,,0.00,0.00,0.00,100.00%,100.00%,100.00%
QBM,Feb-2021,2021-02-26 00:00:00,100.00%,0.00,,0.00,0.00,0.00,100.00%,100.00%,100.00%
QBM,Feb-2021,2021-02-27 00:00:00,100.00%,0.00,,0.00,0.00,0.00,100.00%,100.00%,100.00%
QBM,Feb-2021,2021-02-28 00:00:00,100.00%,0.00,,0.00,0.00,0.00,100.00%,100.00%,100.00%
QBM,Mar-2021,2021-03-01 00:00:00,100.00%,0.00,,0.00,0.00,0.00,100.00%,100.00%,100.00%
QBM,Mar-2021,2021-03-02 00:00:00,100.00%,0.00,,0.00,0.00,0.00,100.00%,100.00%,100.00%
QBM,Mar-2021,2021-03-03 00:00:00,100.00%,0.00,,0.00,0.00,0.00,100.00%,100.00%,100.00%
QBM,Mar-2021,2021-03-04 00:00:00,100.00%,0.00,,0.00,0.00,0.00,100.00%,100.00%,100.00%
QBM,Mar-2021,2021-03-05 00:00:00,100.00%,0.00,,0.00,0.00,0.00,100.00%,100.00%,100.00%
QBM,Mar-2021,2021-03-06 00:00:00,100.00%,0.00,,0.00,0.00,0.00,100.00%,100.00%,100.00%
QBM,Mar-2021,2021-03-07 00:00:00,100.00%,0.00,,0.00,0.00,0.00,100.00%,100.00%,100.00%
QBM,Mar-2021,2021-03-08 00:00:00,100.00%,0.00,,0.00,0.00,0.00,100.00%,100.00%,100.00%
QBM,Mar-2021,2021-03-09 00:00:00,100.00%,0.00,,0.00,0.00,0.00,100.00%,100.00%,100.00%
QBM,Mar-2021,2021-03-10 00:00:00,100.00%,0.00,,0.00,0.00,0.00,100.00%,100.00%,100.00%
QBM,Mar-2021,2021-03-11 00:00:00,100.00%,0.00,,0.00,0.00,0.00,100.00%,100.00%,100.00%
QBM,Mar-2021,2021-03-12 00:00:00,100.00%,0.00,,0.00,0.00,0.00,100.00%,100.00%,100.00%
QBM,Mar-2021,2021-03-13 00:00:00,100.00%,0.00,,0.00,0.00,0.00,100.00%,100.00%,100.00%
QBM,Mar-2021,2021-03-14 00:00:00,100.00%,0.00,,0.00,0.00,0.00,100.00%,100.00%,100.00%
QBM,Mar-2021,2021-03-15 00:00:00,100.00%,0.00,,0.00,0.00,0.00,100.00%,100.00%,100.00%
QBM,Mar-2021,2021-03-16 00:00:00,100.00%,0.00,,0.00,0.00,0.00,100.00%,100.00%,100.00%
QBM,Mar-2021,2021-03-17 00:00:00,100.00%,0.00,0,0.00,0.00,0.00,100.00%,97.71%,100.00%
QBM,Mar-2021,2021-03-18 00:00:00,100.00%,0.00,,0.00,0.00,0.00,100.00%,97.37%,100.00%
QBM,Mar-2021,2021-03-19 00:00:00,100.00%,0.00,,0.00,0.00,0.00,100.00%,97.37%,100.00%
QBM,Mar-2021,2021-03-20 00:00:00,100.00%,0.00,,0.00,0.00,0.00,100.00%,97.37%,100.00%
QBM,Mar-2021,2021-03-21 00:00:00,100.00%,0.00,,0.00,0.00,0.00,100.00%,97.37%,100.00%
QBM,Mar-2021,2021-03-22 00:00:00,100.00%,0.00,,0.00,0.00,0.00,100.00%,97.37%,100.00%
QBM,Mar-2021,2021-03-23 00:00:00,100.00%,0.00,,0.00,0.00,0.00,100.00%,97.37%,100.00%
QBM,Mar-2021,2021-03-24 00:00:00,100.00%,0.00,,0.00,0.00,0.00,100.00%,97.37%,100.00%
QBM,Mar-2021,2021-03-25 00:00:00,100.00%,0.00,,0.00,0.00,0.00,100.00%,97.37%,100.00%
QBM,Mar-2021,2021-03-26 00:00:00,100.00%,0.00,,0.00,0.00,0.00,100.00%,97.37%,100.00%
QBM,Mar-2021,2021-03-27 00:00:00,100.00%,0.00,,0.00,0.00,0.00,100.00%,97.37%,100.00%
QBM,Mar-2021,2021-03-28 00:00:00,100.00%,0.00,,0.00,0.00,0.00,100.00%,97.37%,100.00%
QBM,Mar-2021,2021-03-29 00:00:00,100.00%,0.00,,0.00,0.00,0.00,100.00%,97.37%,100.00%
QBM,Mar-2021,2021-03-30 00:00:00,100.00%,0.00,,0.00,0.00,0.00,100.00%,97.37%,100.00%
QBM,Mar-2021,2021-03-31 00:00:00,100.00%,0.00,,0.00,0.00,0.00,100.00%,97.37%,100.00%
QBM,Apr-2021,2021-04-01 00:00:00,100.00%,0.00,,0.00,0.00,0.00,100.00%,97.37%,100.00%
QBM,Apr-2021,2021-04-02 00:00:00,100.00%,0.00,,0.00,0.00,0.00,100.00%,97.37%,100.00%
QBM,Apr-2021,2021-04-03 00:00:00,100.00%,0.00,,0.00,0.00,0.00,100.00%,97.37%,100.00%
QBM,Apr-2021,2021-04-04 00:00:00,100.00%,0.00,,0.00,0.00,0.00,100.00%,97.37%,100.00%
QBM,Apr-2021,2021-04-05 00:00:00,100.00%,0.00,,0.00,0.00,0.00,100.00%,97.37%,100.00%
QBM,Apr-2021,2021-04-06 00:00:00,100.00%,0.00,,0.00,0.00,0.00,100.00%,97.37%,100.00%
QBM,Apr-2021,2021-04-07 00:00:00,100.00%,0.00,,0.00,0.00,0.00,100.00%,97.37%,100.00%
QBM,Apr-2021,2021-04-08 00:00:00,100.00%,0.00,0,0.00,0.00,0.00,100.00%,95.90%,100.00%
QBM,Apr-2021,2021-04-09 00:00:00,100.00%,0.00,0,0.00,0.00,0.00,100.00%,96.38%,98.54%
QBM,Apr-2021,2021-04-10 00:00:00,99.92%,0.74,0,909.52,0.00,0.00,99.92%,97.36%,99.81%
QBM,Apr-2021,2021-04-11 00:00:00,100.00%,0.00,0,0.00,0.00,0.00,100.00%,97.37%,100.00%
QBM,Apr-2021,2021-04-12 00:00:00,100.00%,0.00,,0.00,0.00,0.00,100.00%,97.37%,100.00%
QBM,Apr-2021,2021-04-13 00:00:00,100.00%,0.00,,0.00,0.00,0.00,100.00%,97.37%,100.00%
QBM,Apr-2021,2021-04-14 00:00:00,100.00%,0.00,0,0.00,0.00,0.00,100.00%,97.37%,100.00%
QBM,Apr-2021,2021-04-15 00:00:00,100.00%,0.00,0,0.00,0.00,0.00,100.00%,97.37%,100.00%
QBM,Apr-2021,2021-04-16 00:00:00,100.00%,0.00,,0.00,0.00,0.00,100.00%,97.37%,100.00%
QBM,Apr-2021,2021-04-17 00:00:00,100.00%,0.00,,0.00,0.00,0.00,100.00%,97.37%,100.00%
QBM,Apr-2021,2021-04-18 00:00:00,100.00%,0.00,0,0.00,0.00,0.00,100.00%,97.37%,100.00%
QBM,Apr-2021,2021-04-19 00:00:00,100.00%,0.00,,0.00,0.00,0.00,100.00%,97.37%,100.00%
QBM,Apr-2021,2021-04-20 00:00:00,100.00%,0.00,,0.00,0.00,0.00,100.00%,97.37%,100.00%
QBM,Apr-2021,2021-04-21 00:00:00,100.00%,0.00,0,0.00,0.00,0.00,100.00%,97.50%,100.00%
QBM,Apr-2021,2021-04-22 00:00:00,100.00%,0.00,,0.00,0.00,0.00,100.00%,97.56%,100.00%
QBM,Apr-2021,2021-04-23 00:00:00,100.00%,0.00,,0.00,0.00,0.00,100.00%,98.84%,100.00%
QBM,Apr-2021,2021-04-24 00:00:00,100.00%,0.00,0,0.00,0.00,0.00,100.00%,100.00%,100.00%
QBM,Apr-2021,2021-04-25 00:00:00,100.00%,0.00,,0.00,0.00,0.00,100.00%,100.00%,100.00%
QBM,Apr-2021,2021-04-26 00:00:00,100.00%,0.00,,0.00,0.00,0.00,100.00%,100.00%,100.00%
QBM,Apr-2021,2021-04-27 00:00:00,100.00%,0.00,,0.00,0.00,0.00,100.00%,100.00%,100.00%
QBM,Apr-2021,2021-04-28 00:00:00,100.00%,0.00,,0.00,0.00,0.00,100.00%,100.00%,100.00%
QBM,Apr-2021,2021-04-29 00:00:00,100.00%,0.00,0,0.00,0.00,0.00,100.00%,100.00%,100.00%
QBM,Apr-2021,2021-04-30 00:00:00,100.00%,0.00,,0.00,0.00,0.00,100.00%,100.00%,100.00%
QBM,May-2021,2021-05-01 00:00:00,100.00%,0.00,,0.00,0.00,0.00,100.00%,100.00%,100.00%
QBM,May-2021,2021-05-02 00:00:00,100.00%,0.00,0,0.00,0.00,0.00,100.00%,99.98%,100.00%
QBM,May-2021,2021-05-03 00:00:00,100.00%,0.00,,0.00,0.00,0.00,100.00%,100.00%,100.00%
QBM,May-2021,2021-05-04 00:00:00,100.00%,0.00,,0.00,0.00,0.00,100.00%,100.00%,100.00%
QBM,May-2021,2021-05-05 00:00:00,100.00%,0.00,,0.00,0.00,0.00,100.00%,100.00%,100.00%
QBM,May-2021,2021-05-06 00:00:00,100.00%,0.00,,0.00,0.00,0.00,100.00%,100.00%,100.00%
QBM,May-2021,2021-05-07 00:00:00,100.00%,0.00,,0.00,0.00,0.00,100.00%,100.00%,100.00%
QBM,May-2021,2021-05-08 00:00:00,100.00%,0.00,0,0.00,0.00,0.00,100.00%,100.00%,95.69%
QBM,May-2021,2021-05-09 00:00:00,100.00%,0.00,,0.00,0.00,0.00,100.00%,100.00%,92.68%
QBM,May-2021,2021-05-10 00:00:00,100.00%,0.00,,0.00,0.00,0.00,100.00%,100.00%,92.68%
QBM,May-2021,2021-05-11 00:00:00,100.00%,0.00,,0.00,0.00,0.00,100.00%,100.00%,92.68%
QBM,May-2021,2021-05-12 00:00:00,100.00%,0.00,,0.00,0.00,0.00,100.00%,100.00%,92.68%
QBM,May-2021,2021-05-13 00:00:00,100.00%,0.00,,0.00,0.00,0.00,100.00%,100.00%,92.68%
QBM,May-2021,2021-05-14 00:00:00,100.00%,0.00,,0.00,0.00,0.00,100.00%,100.00%,92.68%
QBM,May-2021,2021-05-15 00:00:00,100.00%,0.00,,0.00,0.00,0.00,100.00%,100.00%,92.68%
QBM,May-2021,2021-05-16 00:00:00,100.00%,0.00,,0.00,0.00,0.00,100.00%,100.00%,94.69%
QBM,May-2021,2021-05-17 00:00:00,100.00%,0.00,,0.00,0.00,0.00,100.00%,100.00%,95.12%
QBM,May-2021,2021-05-18 00:00:00,100.00%,0.00,,0.00,0.00,0.00,100.00%,100.00%,95.12%
QBM,May-2021,2021-05-19 00:00:00,100.00%,0.00,,0.00,0.00,0.00,100.00%,100.00%,95.12%
QBM,May-2021,2021-05-20 00:00:00,100.00%,0.00,,0.00,0.00,0.00,100.00%,100.00%,95.22%
QBM,May-2021,2021-05-21 00:00:00,100.00%,0.00,,0.00,0.00,0.00,100.00%,100.00%,95.24%
QBM,May-2021,2021-05-22 00:00:00,100.00%,0.00,,0.00,0.00,0.00,100.00%,100.00%,95.24%
QBM,May-2021,2021-05-23 00:00:00,100.00%,0.00,0,0.00,0.00,0.00,100.00%,100.00%,92.69%
QBM,May-2021,2021-05-24 00:00:00,100.00%,0.00,,0.00,0.00,0.00,100.00%,100.00%,90.48%
QBM,May-2021,2021-05-25 00:00:00,100.00%,0.00,,0.00,0.00,0.00,100.00%,100.00%,90.48%
QBM,May-2021,2021-05-26 00:00:00,100.00%,0.00,,0.00,0.00,0.00,100.00%,100.00%,90.48%
QBM,May-2021,2021-05-27 00:00:00,100.00%,0.00,,0.00,0.00,0.00,100.00%,100.00%,90.48%
QBM,May-2021,2021-05-28 00:00:00,100.00%,0.00,,0.00,0.00,0.00,100.00%,100.00%,90.48%
QBM,May-2021,2021-05-29 00:00:00,100.00%,0.00,,0.00,0.00,0.00,100.00%,100.00%,90.48%
QBM,May-2021,2021-05-30 00:00:00,100.00%,0.00,,0.00,0.00,0.00,100.00%,100.00%,90.48%
QBM,May-2021,2021-05-31 00:00:00,100.00%,0.00,0,0.00,0.00,0.00,100.00%,99.89%,90.48%
QBM,Jun-2021,2021-06-01 00:00:00,100.00%,0.00,0,0.00,0.00,0.00,100.00%,99.60%,90.48%
QBM,Jun-2021,2021-06-02 00:00:00,100.00%,0.00,0,0.00,0.00,0.00,100.00%,99.94%,90.48%
QBM,Jun-2021,2021-06-03 00:00:00,100.00%,0.00,0,0.00,0.00,0.00,100.00%,97.91%,91.80%
QBM,Jun-2021,2021-06-04 00:00:00,97.50%,23.55,4.269444,916.72,916.72,4.27,97.66%,97.94%,93.12%
QBM,Jun-2021,2021-06-05 00:00:00,97.40%,0.00,0,0.00,0.00,0.00,97.62%,98.72%,91.22%
QBM,Jun-2021,2021-06-06 00:00:00,95.39%,42.74,44.986666,885.08,885.08,18.74,95.76%,99.94%,91.69%
QBM,Jun-2021,2021-06-07 00:00:00,97.15%,0.00,0,0.00,0.00,0.00,97.48%,100.00%,88.07%
QBM,Jun-2021,2021-06-08 00:00:00,99.41%,5.23,2.982222,882.77,882.77,5.23,99.48%,99.89%,88.03%
QBM,Jun-2021,2021-06-09 00:00:00,100.00%,0.00,0,0.00,0.00,0.00,100.00%,99.83%,87.70%
QBM,Jun-2021,2021-06-10 00:00:00,100.00%,0.00,0,0.00,0.00,0.00,100.00%,100.00%,87.50%
QBM,Jun-2021,2021-06-11 00:00:00,100.00%,0.00,15.863333,854.11,854.11,0.00,100.00%,100.00%,88.97%
QBM,Jun-2021,2021-06-12 00:00:00,100.00%,0.00,0,0.00,0.00,0.00,100.00%,100.00%,90.00%
QBM,Jun-2021,2021-06-13 00:00:00,100.00%,0.00,0,0.00,0.00,0.00,100.00%,98.29%,91.56%
QBM,Jun-2021,2021-06-14 00:00:00,100.00%,0.00,,0.00,0.00,0.00,100.00%,97.30%,92.50%
QBM,Jun-2021,2021-06-15 00:00:00,100.00%,0.00,0,0.00,0.00,0.00,100.00%,95.23%,92.50%
QBM,Jun-2021,2021-06-16 00:00:00,100.00%,0.00,,0.00,0.00,0.00,100.00%,94.59%,92.50%
QBM,Jun-2021,2021-06-17 00:00:00,100.00%,0.00,0,0.00,0.00,0.00,100.00%,98.85%,90.39%
QBM,Jun-2021,2021-06-18 00:00:00,98.33%,14.33,17.843055,842.56,842.56,14.33,98.51%,97.08%,89.10%
QBM,Jun-2021,2021-06-19 00:00:00,99.38%,2.61,0,415.26,830.52,1.76,99.44%,96.67%,88.88%
QBM,Jun-2021,2021-06-20 00:00:00,100.00%,0.00,0,0.00,0.00,0.00,100.00%,96.18%,89.07%
QBM,Jun-2021,2021-06-21 00:00:00,96.00%,11.44,2.987777666666666,274.84,274.84,2.99,96.38%,94.16%,90.17%
QBM,Jun-2021,2021-06-22 00:00:00,98.79%,10.14,0.298054,828.42,828.42,0.30,98.92%,94.26%,89.19%
QBM,Jun-2021,2021-06-23 00:00:00,100.00%,0.00,0,0.00,0.00,0.00,100.00%,94.50%,92.05%
QBM,Jun-2021,2021-06-24 00:00:00,100.00%,0.00,0,0.00,0.00,0.00,100.00%,93.22%,93.72%
QBM,Jun-2021,2021-06-25 00:00:00,100.00%,0.00,0,0.00,0.00,0.00,100.00%,90.34%,93.93%
QBM,Jun-2021,2021-06-26 00:00:00,100.00%,0.00,0,892.05,0.00,0.00,100.00%,89.36%,95.30%
QBM,Jun-2021,2021-06-27 00:00:00,100.00%,0.00,127.279444,903.05,903.05,0.00,100.00%,90.62%,97.89%
QBM,Jun-2021,2021-06-28 00:00:00,100.00%,0.00,0,0.00,0.00,0.00,100.00%,91.29%,97.77%
QBM,Jun-2021,2021-06-29 00:00:00,100.00%,0.00,0,0.00,0.00,0.00,100.00%,97.95%,92.35%
QBM,Jun-2021,2021-06-30 00:00:00,100.00%,0.00,0,0.00,0.00,0.00,100.00%,99.24%,87.11%
QBM,Jul-2021,2021-07-01 00:00:00,99.98%,0.06,0,417.07,0.00,0.06,99.99%,98.50%,89.46%
QBM,Jul-2021,2021-07-02 00:00:00,99.96%,0.17,81.8936105,429.99,429.99,0.17,99.96%,97.57%,89.26%
QBM,Jul-2021,2021-07-03 00:00:00,99.67%,2.95,2.954166,892.71,892.71,2.95,99.70%,97.13%,90.76%
QBM,Jul-2021,2021-07-04 00:00:00,97.29%,4.86,1.6338887500000001,174.65,218.31,4.86,97.60%,99.05%,88.46%
QBM,Jul-2021,2021-07-05 00:00:00,97.24%,0.00,0,0.00,0.00,0.00,97.62%,99.40%,85.83%
QBM,Jul-2021,2021-07-06 00:00:00,97.34%,0.00,0,0.00,0.00,0.00,97.66%,98.96%,87.89%
QBM,Jul-2021,2021-07-07 00:00:00,97.44%,0.00,0,0.00,0.00,0.00,97.71%,98.95%,89.21%
QBM,Jul-2021,2021-07-08 00:00:00,98.96%,0.00,0,0.00,0.00,0.00,99.06%,98.99%,90.25%
QBM,Jul-2021,2021-07-09 00:00:00,100.00%,0.00,0,0.00,0.00,0.00,100.00%,96.69%,90.06%
QBM,Jul-2021,2021-07-10 00:00:00,100.00%,0.00,0,0.00,0.00,0.00,100.00%,91.02%,91.47%
QBM,Jul-2021,2021-07-11 00:00:00,98.36%,15.78,0,949.17,949.17,0.00,98.59%,93.00%,86.33%
QBM,Jul-2021,2021-07-12 00:00:00,97.51%,0.00,0,0.00,0.00,0.00,97.83%,94.87%,87.10%
QBM,Jul-2021,2021-07-13 00:00:00,97.00%,27.66,0,893.37,893.37,0.00,97.49%,94.46%,83.00%
QBM,Jul-2021,2021-07-14 00:00:00,97.37%,0.00,0,0.00,0.00,0.00,97.80%,94.13%,83.42%
QBM,Jul-2021,2021-07-15 00:00:00,97.41%,24.00,5.984444,902.59,902.59,0.00,97.80%,93.18%,84.41%
QBM,Jul-2021,2021-07-16 00:00:00,96.77%,9.64,1.6356476666666666,289.06,289.06,1.64,97.38%,96.23%,80.66%
QBM,Jul-2021,2021-07-17 00:00:00,96.78%,29.35,0,883.05,0.00,5.35,97.30%,96.81%,83.62%
QBM,Jul-2021,2021-07-18 00:00:00,93.84%,14.78,15.4865275,225.01,450.03,8.78,94.39%,96.34%,90.42%
QBM,Jul-2021,2021-07-19 00:00:00,95.81%,19.72,1.061944,450.38,900.75,7.72,96.18%,93.54%,90.75%
QBM,Jul-2021,2021-07-20 00:00:00,97.32%,25.00,1,907.81,907.81,1.00,97.58%,97.15%,89.91%
QBM,Jul-2021,2021-07-21 00:00:00,95.10%,45.20,70.369166,878.20,878.20,21.20,95.62%,97.06%,89.00%
QBM,Jul-2021,2021-07-22 00:00:00,94.91%,0.00,0,0.00,0.00,0.00,95.38%,96.53%,90.34%
QBM,Jul-2021,2021-07-23 00:00:00,94.95%,0.00,0,0.00,0.00,0.00,95.35%,96.77%,91.78%
QBM,Jul-2021,2021-07-24 00:00:00,97.42%,0.00,0,0.00,0.00,0.00,97.58%,96.14%,93.73%
QBM,Jul-2021,2021-07-25 00:00:00,97.57%,0.00,0,0.00,0.00,0.00,97.71%,96.63%,93.82%
QBM,Jul-2021,2021-07-26 00:00:00,97.57%,0.00,0,0.00,0.00,0.00,97.79%,97.08%,90.85%
QBM,Jul-2021,2021-07-27 00:00:00,97.15%,9.20,0.509074,313.22,313.22,0.51,97.50%,96.16%,87.30%
QBM,Jul-2021,2021-07-28 00:00:00,96.08%,13.02,2.3864813333333337,319.34,319.34,2.39,96.52%,95.15%,88.36%
QBM,Jul-2021,2021-07-29 00:00:00,97.58%,24.13,0,973.43,0.00,0.13,97.86%,97.59%,88.18%
QBM,Jul-2021,2021-07-30 00:00:00,98.90%,3.90,2.393333,350.58,1051.75,2.51,99.02%,98.86%,89.22%
QBM,Jul-2021,2021-07-31 00:00:00,98.49%,16.48,44.419999000000004,1078.38,1078.38,16.48,98.63%,96.42%,91.12%
QBM,Aug-2021,2021-08-01 00:00:00,97.77%,12.55,0.950554,551.28,1102.57,12.55,97.94%,96.00%,92.27%
QBM,Aug-2021,2021-08-02 00:00:00,97.78%,25.36,0,1118.30,0.00,25.36,97.93%,99.79%,93.30%
QBM,Aug-2021,2021-08-03 00:00:00,97.89%,0.00,0,0.00,0.00,0.00,98.04%,99.53%,92.88%
QBM,Aug-2021,2021-08-04 00:00:00,98.02%,22.30,0,1104.02,1104.02,2.83,98.18%,100.00%,91.87%
QBM,Aug-2021,2021-08-05 00:00:00,96.28%,42.63,76.963333,1104.00,1104.00,18.63,96.52%,100.00%,93.45%
QBM,Aug-2021,2021-08-06 00:00:00,96.97%,0.00,0,0.00,0.00,0.00,97.18%,100.00%,92.81%
QBM,Aug-2021,2021-08-07 00:00:00,96.08%,45.08,0,1104.00,1104.00,24.00,96.32%,100.00%,93.65%
QBM,Aug-2021,2021-08-08 00:00:00,97.60%,28.43,0,1154.61,1154.61,10.33,97.68%,99.40%,96.57%
QBM,Aug-2021,2021-08-09 00:00:00,99.56%,0.00,0,0.00,0.00,0.00,99.58%,99.88%,96.60%
QBM,Aug-2021,2021-08-10 00:00:00,98.15%,10.12,97.433888,535.67,1071.34,10.12,98.35%,99.84%,89.00%
QBM,Aug-2021,2021-08-11 00:00:00,95.07%,18.36,8.281805,354.25,531.37,18.36,95.55%,97.33%,89.81%
QBM,Aug-2021,2021-08-12 00:00:00,96.09%,22.34,39.365555,548.96,1097.92,22.34,96.42%,99.40%,91.24%
QBM,Aug-2021,2021-08-13 00:00:00,95.82%,0.00,0,0.00,0.00,0.00,96.15%,98.98%,91.61%
QBM,Aug-2021,2021-08-14 00:00:00,96.90%,9.04,16.828124499999998,282.24,282.24,5.91,97.13%,98.69%,92.20%
QBM,Aug-2021,2021-08-15 00:00:00,95.90%,45.31,0,1058.77,1058.77,25.17,96.44%,100.00%,86.31%
QBM,Aug-2021,2021-08-16 00:00:00,97.93%,0.00,0,0.00,0.00,0.00,98.14%,99.50%,89.56%
QBM,Aug-2021,2021-08-17 00:00:00,97.83%,23.99,53.751944,1080.24,1080.24,23.99,98.15%,100.00%,84.92%
QBM,Aug-2021,2021-08-18 00:00:00,97.83%,0.00,,0.00,0.00,0.00,98.15%,100.00%,84.91%
QBM,Aug-2021,2021-08-19 00:00:00,97.59%,28.31,23.751666,1146.18,1146.18,28.31,97.82%,99.44%,90.41%
QBM,Aug-2021,2021-08-20 00:00:00,99.29%,8.70,0,1214.04,1214.04,3.58,99.33%,97.12%,94.31%
QBM,Aug-2021,2021-08-21 00:00:00,97.52%,15.16,7.558888,596.84,1193.68,15.16,97.66%,95.98%,94.31%
