Site Code,Month-Year,Date,FMS Total Active Maintenance Hours (Actual),FMS Total Available Time (Actual),FMS Total Excluded Calendar Hours (Actual),FMS Total Maintenance Delay Hours (Actual),FMS Total Maintenance Hours (Actual),FMS Total Operational Delay Hours (Actual),FMS Total Production Time (Hours) (Actual),FMS Total Standby Hours (Actual),FMS Total Utilized Time (Actual)
CDA,Dec-2022,2022-12-20 00:00:00,341.77,1051.1269444444438,48.00,23.10,364.87,70.27,650.93,329.92,721.20
CDA,Dec-2022,2022-12-21 00:00:00,342.76,1042.5419444444442,48.00,30.70,373.46,54.91,647.86,339.77,702.77
CDA,Dec-2022,2022-12-22 00:00:00,304.20,1129.8430555555556,48.00,5.96,310.16,56.35,702.85,370.65,759.20
CDA,Dec-2022,2022-12-23 00:00:00,302.68,1122.6019444444446,48.00,14.72,317.40,53.20,672.08,397.32,725.28
CDA,Dec-2022,2022-12-24 00:00:00,259.56,1175.1922222222224,48.00,5.25,264.81,72.64,705.96,396.58,778.61
CDA,Dec-2022,2022-12-25 00:00:00,287.00,1135.3983333333335,48.00,17.60,304.60,68.97,689.42,377.01,758.39
CDA,Dec-2022,2022-12-26 00:00:00,265.37,1150.613611111111,48.00,24.02,289.39,104.64,685.77,360.20,790.41
CDA,Dec-2022,2022-12-27 00:00:00,254.31,1181.0238888888896,48.00,4.67,258.98,113.12,671.87,396.04,784.99
CDA,Dec-2022,2022-12-28 00:00:00,256.11,1156.783055555555,48.00,27.10,283.22,105.63,648.49,402.67,754.11
CDA,Dec-2022,2022-12-29 00:00:00,284.79,1145.3969444444438,48.00,9.82,294.60,69.88,650.39,425.12,720.27
CDA,Dec-2022,2022-12-30 00:00:00,284.27,1145.291666666666,48.00,10.44,294.71,57.16,688.34,399.79,745.50
CDA,Dec-2022,2022-12-31 00:00:00,297.43,1125.1705555555554,48.00,17.40,314.83,87.28,634.59,403.31,721.86
CDA,Jan-2023,2023-01-01 00:00:00,326.83,1101.0177777777774,48.00,12.15,338.98,60.34,633.19,407.49,693.53
CDA,Jan-2023,2023-01-02 00:00:00,300.77,1083.470833333334,48.00,55.76,356.53,95.30,601.91,386.27,697.20
CDA,Jan-2023,2023-01-03 00:00:00,295.54,1134.2438888888887,48.00,10.21,305.76,84.30,632.04,417.91,716.34
CDA,Jan-2023,2023-01-04 00:00:00,292.42,1146.0336111111108,48.00,1.55,293.97,113.75,641.27,391.01,755.02
CDA,Jan-2023,2023-01-05 00:00:00,310.24,1103.2086111111112,48.00,26.55,336.79,76.42,617.79,409.00,694.21
CDA,Jan-2023,2023-01-06 00:00:00,289.64,1103.9574999999995,48.00,43.40,333.04,77.05,617.15,409.76,694.19
CDA,Jan-2023,2023-01-07 00:00:00,292.61,1111.9102777777775,48.00,35.48,328.09,71.55,658.07,382.29,729.62
CDA,Jan-2023,2023-01-08 00:00:00,324.22,1057.708611111112,48.00,58.07,382.29,52.81,663.93,340.97,716.74
CDA,Jan-2023,2023-01-09 00:00:00,270.32,1120.905,48.00,48.77,319.09,86.99,636.50,397.41,723.49
CDA,Jan-2023,2023-01-10 00:00:00,283.72,1130.7436111111106,48.00,25.53,309.26,83.15,640.41,407.18,723.57
CDA,Jan-2023,2023-01-11 00:00:00,298.85,1124.6844444444446,48.00,16.47,315.32,81.69,629.16,413.83,710.86
CDA,Jan-2023,2023-01-12 00:00:00,284.02,1136.0163888888892,48.00,19.97,303.98,81.91,588.79,465.32,670.70
CDA,Jan-2023,2023-01-13 00:00:00,276.83,1154.9775000000004,48.00,8.20,285.02,77.65,628.89,448.44,706.54
CDA,Jan-2023,2023-01-14 00:00:00,298.04,1128.7455555555557,48.00,13.21,311.25,69.78,655.71,403.26,725.49
CDA,Jan-2023,2023-01-15 00:00:00,303.76,1108.0286111111113,48.00,28.21,331.97,57.22,648.61,402.20,705.83
CDA,Jan-2023,2023-01-16 00:00:00,326.90,1078.8925000000002,48.00,34.21,361.11,74.35,630.22,374.33,704.57
CDA,Jan-2023,2023-01-17 00:00:00,265.19,1122.9119444444443,48.00,52.27,317.46,54.39,654.07,414.46,708.45
CDA,Jan-2023,2023-01-18 00:00:00,319.87,1085.5894444444446,48.00,34.54,354.41,58.03,618.26,409.30,676.29
CDA,Jan-2023,2023-01-19 00:00:00,299.08,1138.5150000000008,48.00,2.41,301.49,58.55,679.90,400.07,738.45
CDA,Jan-2023,2023-01-20 00:00:00,273.84,1149.7961111111113,48.00,16.36,290.20,63.99,689.20,396.61,753.19
CDA,Jan-2023,2023-01-21 00:00:00,259.87,1175.7680555555557,48.00,4.37,264.23,74.13,715.87,385.77,790.00
CDA,Jan-2023,2023-01-22 00:00:00,264.42,1161.3644444444444,48.00,14.22,278.64,84.28,664.84,412.24,749.13
CDA,Jan-2023,2023-01-23 00:00:00,314.69,1104.027222222222,48.00,21.28,335.97,71.30,681.31,351.43,752.60
CDA,Jan-2023,2023-01-24 00:00:00,271.87,1151.7877777777771,48.00,16.34,288.21,89.54,660.81,401.44,750.35
CDA,Jan-2023,2023-01-25 00:00:00,294.21,1124.7952777777773,48.00,21.00,315.20,70.57,659.87,394.36,730.43
CDA,Jan-2023,2023-01-26 00:00:00,277.81,1147.1136111111116,48.00,15.08,292.89,67.87,664.28,414.96,732.15
CDA,Jan-2023,2023-01-27 00:00:00,256.22,1157.7477777777776,48.00,26.03,282.25,71.79,714.46,371.50,786.25
CDA,Jan-2023,2023-01-28 00:00:00,282.10,1139.331111111111,48.00,18.57,300.67,84.25,646.40,408.68,730.65
CDA,Jan-2023,2023-01-29 00:00:00,250.40,1179.2208333333324,48.00,10.38,260.78,97.01,686.11,396.10,783.12
CDA,Jan-2023,2023-01-30 00:00:00,316.36,1104.8608333333339,48.00,18.78,335.14,63.53,626.61,414.72,690.14
CDA,Jan-2023,2023-01-31 00:00:00,322.80,1110.3408333333332,60.00,7.86,330.66,62.04,649.05,399.25,711.09
CDA,Feb-2023,2023-02-01 00:00:00,334.43,1106.8133333333337,72.00,10.75,345.19,83.30,601.41,422.11,684.71
CDA,Feb-2023,2023-02-02 00:00:00,293.09,1143.5233333333333,72.00,27.39,320.48,74.48,633.40,435.65,707.88
CDA,Feb-2023,2023-02-03 00:00:00,331.70,1124.0508333333337,72.00,8.25,339.95,65.70,572.37,485.97,638.08
CDA,Feb-2023,2023-02-04 00:00:00,261.59,1191.54,72.00,10.87,272.46,73.49,660.78,457.26,734.28
CDA,Feb-2023,2023-02-05 00:00:00,281.09,1171.496111111111,72.00,11.42,292.50,70.54,621.18,479.78,691.72
CDA,Feb-2023,2023-02-06 00:00:00,250.58,1173.8005555555549,72.00,39.62,290.20,65.42,678.23,430.14,743.66
CDA,Feb-2023,2023-02-07 00:00:00,275.35,1182.6752777777779,72.00,5.97,281.32,80.46,677.38,424.84,757.84
CDA,Feb-2023,2023-02-08 00:00:00,297.06,1153.5333333333333,72.00,13.41,310.47,85.42,629.01,439.10,714.43
CDA,Feb-2023,2023-02-09 00:00:00,256.44,1190.661944444445,72.00,16.89,273.34,75.76,715.37,399.53,791.13
CDA,Feb-2023,2023-02-10 00:00:00,262.93,1185.5258333333331,72.00,15.54,278.47,65.46,683.34,436.72,748.80
CDA,Feb-2023,2023-02-11 00:00:00,304.35,1142.8155555555559,72.00,16.84,321.18,57.71,629.66,455.45,687.37
CDA,Feb-2023,2023-02-12 00:00:00,319.91,1141.516944444444,72.00,2.57,322.48,59.26,662.39,419.87,721.65
CDA,Feb-2023,2023-02-13 00:00:00,300.62,1151.3816666666667,72.00,12.00,312.62,58.39,644.04,448.96,702.42
CDA,Feb-2023,2023-02-14 00:00:00,390.64,1054.3761111111112,72.00,18.98,409.62,67.69,551.93,434.75,619.63
CDA,Feb-2023,2023-02-15 00:00:00,374.21,1080.373333333334,48.00,33.42,407.63,64.98,637.96,377.43,702.94
CDA,Feb-2023,2023-02-16 00:00:00,310.33,1166.0825,48.00,11.59,321.92,63.43,673.50,429.15,736.93
CDA,Feb-2023,2023-02-17 00:00:00,126.79,863.1277777777777,24.00,7.08,133.87,43.86,364.61,454.66,408.47
CDA,Feb-2023,2023-02-18 00:00:00,256.74,1219.1702777777778,48.00,12.09,268.83,88.01,623.78,507.38,711.79
CDA,Feb-2023,2023-02-19 00:00:00,234.67,1238.6013888888892,48.00,14.73,249.40,84.58,645.76,508.27,730.33
CDA,Feb-2023,2023-02-20 00:00:00,246.53,1225.053888888889,48.00,16.41,262.95,62.96,633.49,528.60,696.45
CDA,Feb-2023,2023-02-21 00:00:00,249.53,1235.616944444444,48.00,2.86,252.38,62.72,684.41,488.49,747.13
CDA,Feb-2023,2023-02-22 00:00:00,286.02,1190.1036111111107,48.00,11.88,297.89,50.83,616.30,522.97,667.13
CDA,Feb-2023,2023-02-23 00:00:00,256.94,1216.926388888889,48.00,14.14,271.07,71.06,637.11,508.76,708.17
CDA,Feb-2023,2023-02-24 00:00:00,251.99,1212.3663888888884,48.00,23.65,275.63,64.84,670.89,476.64,735.73
CDA,Feb-2023,2023-02-25 00:00:00,260.71,1214.4747222222225,48.00,12.81,273.53,72.78,637.42,504.27,710.20
CDA,Feb-2023,2023-02-26 00:00:00,280.58,1194.2477777777776,48.00,13.18,293.75,88.55,674.60,431.10,763.15
CDA,Feb-2023,2023-02-27 00:00:00,284.25,1159.665833333333,48.00,44.08,328.33,72.83,630.56,456.27,703.40
CDA,Feb-2023,2023-02-28 00:00:00,252.72,1195.146666666667,48.00,40.13,292.85,53.62,670.62,470.90,724.24
CDA,Mar-2023,2023-03-01 00:00:00,239.53,1183.3966666666665,72.00,41.08,280.60,50.39,677.52,455.49,727.91
CDA,Mar-2023,2023-03-02 00:00:00,251.65,1182.3041666666668,72.00,30.05,281.70,70.18,627.90,484.22,698.09
CDA,Mar-2023,2023-03-03 00:00:00,260.04,1199.7955555555561,72.00,4.17,264.20,90.88,639.15,469.77,730.02
CDA,Mar-2023,2023-03-04 00:00:00,280.74,1156.881388888889,72.00,26.38,307.12,94.48,626.24,436.16,720.72
CDA,Mar-2023,2023-03-05 00:00:00,250.31,1195.341388888889,72.00,18.35,268.66,76.13,655.92,463.29,732.05
CDA,Mar-2023,2023-03-06 00:00:00,268.10,1189.4538888888885,72.00,6.45,274.55,78.46,638.00,472.99,716.46
CDA,Mar-2023,2023-03-07 00:00:00,271.89,1166.2013888888894,72.00,25.91,297.80,70.22,678.56,417.43,748.78
CDA,Mar-2023,2023-03-09 00:00:00,297.93,1155.293333333333,72.00,10.78,308.71,72.13,669.52,413.64,741.65
CDA,Mar-2023,2023-03-10 00:00:00,263.62,1171.570555555555,72.00,6.95,270.57,70.98,690.81,409.78,761.79
CDA,Mar-2023,2023-03-11 00:00:00,236.82,1201.4586111111105,72.00,16.51,253.33,69.26,708.26,423.94,777.52
CDA,Mar-2023,2023-03-12 00:00:00,242.31,1206.4755555555555,72.00,5.43,247.74,73.92,725.58,406.98,799.50
CDA,Mar-2023,2023-03-13 00:00:00,268.14,1187.143333333333,72.00,8.66,276.80,78.04,624.24,484.86,702.28
CDA,Mar-2023,2023-03-14 00:00:00,273.11,1185.093333333333,72.00,5.80,278.91,78.60,702.43,404.07,781.03
CDA,Mar-2023,2023-03-15 00:00:00,303.21,1153.2530555555554,72.00,7.53,310.75,59.62,714.57,379.07,774.18
CDA,Mar-2023,2023-03-16 00:00:00,337.70,1115.9741666666673,72.00,10.32,348.03,53.56,701.35,361.06,754.92
CDA,Mar-2023,2023-03-17 00:00:00,339.35,1111.2755555555552,72.00,13.38,352.72,55.24,691.61,364.43,746.85
CDA,Mar-2023,2023-03-18 00:00:00,310.53,1139.8999999999996,72.00,14.14,324.67,54.36,735.55,349.98,789.92
CDA,Mar-2023,2023-03-19 00:00:00,258.41,1202.5486111111113,72.00,3.04,261.45,67.60,690.49,444.46,758.09
CDA,Mar-2023,2023-03-20 00:00:00,255.13,1187.6947222222216,72.00,21.18,276.31,62.38,703.89,421.43,766.26
CDA,Mar-2023,2023-03-21 00:00:00,294.22,1159.6144444444437,72.00,10.17,304.39,100.91,671.00,387.70,771.91
CDA,Mar-2023,2023-03-22 00:00:00,271.76,1184.2350000000001,72.00,8.00,279.77,79.80,661.82,442.61,741.62
CDA,Mar-2023,2023-03-23 00:00:00,261.23,1171.919722222222,72.00,30.85,292.08,88.15,719.61,364.16,807.76
CDA,Mar-2023,2023-03-24 00:00:00,254.17,1196.0811111111113,72.00,13.75,267.92,98.76,686.54,410.79,785.29
CDA,Mar-2023,2023-03-25 00:00:00,236.79,1221.564444444445,72.00,5.65,242.44,81.73,728.68,411.16,810.41
CDA,Mar-2023,2023-03-26 00:00:00,252.37,1169.007222222223,72.00,42.63,294.99,94.34,667.83,406.83,762.17
CDA,Mar-2023,2023-03-27 00:00:00,238.99,1175.4875000000002,72.00,49.52,288.51,102.51,670.16,402.83,772.66
CDA,Mar-2023,2023-03-28 00:00:00,269.42,1167.7655555555555,72.01,26.80,296.23,108.44,656.86,402.46,765.30
CDA,Mar-2023,2023-03-29 00:00:00,289.39,1146.8100000000009,72.00,27.80,317.19,72.42,670.73,403.66,743.15
CDA,Mar-2023,2023-03-30 00:00:00,317.44,1118.5694444444441,72.00,27.99,345.43,67.37,666.12,385.08,733.49
CDA,Mar-2023,2023-03-31 00:00:00,343.46,1103.0413888888897,72.00,17.50,360.96,85.31,640.96,376.77,726.27
CDA,Apr-2023,2023-04-01 00:00:00,272.55,1242.89,75.00,9.56,282.11,97.72,717.51,427.66,815.23
CDA,Apr-2023,2023-04-02 00:00:00,254.62,1203.8666666666663,72.00,5.51,260.13,103.29,686.52,414.06,789.81
CDA,Apr-2023,2023-04-03 00:00:00,224.71,1232.0472222222215,72.00,7.24,231.95,109.27,694.27,428.51,803.54
CDA,Apr-2023,2023-04-04 00:00:00,205.72,1239.9380555555554,72.00,18.35,224.06,125.02,704.70,410.22,829.72
CDA,Apr-2023,2023-04-05 00:00:00,254.73,1195.225,72.00,14.05,268.78,91.17,644.31,459.74,735.49
CDA,Apr-2023,2023-04-06 00:00:00,225.13,1208.5419444444449,72.00,30.33,255.46,108.52,676.63,423.39,785.15
CDA,Apr-2023,2023-04-07 00:00:00,181.30,1265.4938888888885,72.00,13.23,194.52,115.14,734.75,415.61,849.89
CDA,Apr-2023,2023-04-08 00:00:00,233.09,1195.8413888888888,72.00,35.07,268.16,76.73,672.24,446.87,748.97
CDA,Apr-2023,2023-04-09 00:00:00,227.04,1193.3902777777776,72.00,43.57,270.61,80.58,683.15,429.65,763.74
CDA,Apr-2023,2023-04-10 00:00:00,249.38,1193.3525000000002,72.00,22.57,271.95,106.89,673.82,412.63,780.72
CDA,Apr-2023,2023-04-11 00:00:00,272.89,1182.3738888888893,72.00,8.74,281.63,98.49,690.43,393.45,788.93
CDA,Apr-2023,2023-04-12 00:00:00,308.75,1152.891944444445,72.00,2.36,311.11,89.00,677.55,386.34,766.55
CDA,Apr-2023,2023-04-13 00:00:00,266.16,1190.5066666666667,72.00,7.33,273.49,83.86,687.14,419.51,771.00
CDA,Apr-2023,2023-04-14 00:00:00,206.02,1239.362222222223,72.00,18.83,224.85,80.99,705.55,452.82,786.54
CDA,Apr-2023,2023-04-15 00:00:00,242.09,1194.384444444444,72.00,27.53,269.62,69.87,676.73,447.79,746.59
CDA,Apr-2023,2023-04-16 00:00:00,231.27,1199.5822222222225,72.00,33.14,264.42,71.93,725.54,402.11,797.47
CDA,Apr-2023,2023-04-17 00:00:00,267.98,1189.1599999999999,72.00,6.86,274.84,76.64,710.88,401.64,787.52
CDA,Apr-2023,2023-04-18 00:00:00,242.24,1193.6186111111112,72.00,28.14,270.38,88.76,718.63,386.23,807.39
CDA,Apr-2023,2023-04-19 00:00:00,216.28,1202.3161111111115,96.00,21.40,237.68,95.97,678.81,427.53,774.78
CDA,Apr-2023,2023-04-20 00:00:00,215.27,1195.1002777777785,96.00,29.63,244.90,81.19,653.12,460.79,734.31
CDA,Apr-2023,2023-04-21 00:00:00,199.60,1221.170555555556,96.00,19.23,218.83,97.63,691.67,431.87,789.30
CDA,Apr-2023,2023-04-22 00:00:00,171.12,1242.3786111111112,96.00,26.50,197.62,120.10,736.70,385.58,856.80
CDA,Apr-2023,2023-04-23 00:00:00,197.63,1236.398055555555,96.00,5.97,203.60,78.69,738.71,419.00,817.40
CDA,Apr-2023,2023-04-24 00:00:00,249.38,1180.9105555555548,96.00,9.70,259.09,104.18,671.06,405.67,775.24
CDA,Apr-2023,2023-04-25 00:00:00,265.18,1174.9605555555547,96.00,11.86,277.04,100.60,660.30,414.06,760.90
CDA,Apr-2023,2023-04-26 00:00:00,267.00,1162.012222222222,96.00,34.99,301.99,64.82,703.52,393.67,768.35
CDA,Apr-2023,2023-04-27 00:00:00,220.84,1226.3752777777777,96.00,16.78,237.62,117.95,682.38,426.05,800.33
CDA,Apr-2023,2023-04-28 00:00:00,202.05,1237.1261111111112,96.00,24.83,226.87,120.25,706.99,409.89,827.24
CDA,Apr-2023,2023-04-29 00:00:00,203.97,1221.920277777778,96.00,38.11,242.08,85.21,719.47,417.24,804.68
CDA,Apr-2023,2023-04-30 00:00:00,211.40,1185.9874999999993,96.00,66.62,278.01,98.95,672.30,414.73,771.25
CDA,May-2023,2023-05-01 00:00:00,195.56,1230.3083333333325,96.00,38.13,233.69,94.39,680.94,454.98,775.33
CDA,May-2023,2023-05-02 00:00:00,270.29,1185.6019444444446,96.00,8.11,278.40,100.87,611.44,473.29,712.32
CDA,May-2023,2023-05-03 00:00:00,240.21,1202.4425000000003,96.00,21.34,261.56,108.02,642.67,451.75,750.70
CDA,May-2023,2023-05-04 00:00:00,204.42,1200.1141666666672,111.10,44.37,248.79,105.82,617.55,476.74,723.38
CDA,May-2023,2023-05-05 00:00:00,216.51,1174.6847222222218,120.00,48.80,265.32,120.35,610.20,444.14,730.55
CDA,May-2023,2023-05-06 00:00:00,226.06,1192.9816666666661,120.00,20.96,247.02,86.37,643.50,463.11,729.87
CDA,May-2023,2023-05-07 00:00:00,277.56,1141.8847222222225,120.00,20.56,298.12,62.61,556.91,522.37,619.51
CDA,May-2023,2023-05-08 00:00:00,298.29,1105.5963888888891,120.00,36.12,334.40,77.69,551.48,476.43,629.17
CDA,May-2023,2023-05-09 00:00:00,365.65,1062.9552777777776,120.00,11.40,377.04,71.58,595.70,395.68,667.27
CDA,May-2023,2023-05-10 00:00:00,356.83,1042.686111111111,120.00,40.48,397.31,56.86,574.24,411.59,631.10
CDA,May-2023,2023-05-11 00:00:00,302.24,1122.089166666666,120.00,15.67,317.91,79.13,594.74,448.21,673.88
CDA,May-2023,2023-05-12 00:00:00,306.21,1112.6194444444448,120.00,21.17,327.38,86.02,592.77,433.82,678.80
CDA,May-2023,2023-05-13 00:00:00,251.79,1178.3491666666664,121.01,8.85,260.64,96.82,627.58,453.95,724.40
CDA,May-2023,2023-05-14 00:00:00,247.08,1151.740555555556,120.00,41.18,288.26,74.89,599.75,477.11,674.63
CDA,May-2023,2023-05-15 00:00:00,241.44,1146.9358333333332,120.00,43.22,284.66,77.76,614.48,454.69,692.24
CDA,May-2023,2023-05-16 00:00:00,233.03,1152.6297222222227,120.00,35.21,268.25,103.55,612.70,436.38,716.25
CDA,May-2023,2023-05-17 00:00:00,222.30,1194.082222222223,120.00,13.91,236.21,89.05,648.06,456.97,737.11
CDA,May-2023,2023-05-18 00:00:00,0.00,27.12277777777778,0.00,0.45,0.45,1.58,17.19,8.36,18.77
HVC,May-2021,2021-05-18 00:00:00,241.86,1245.3954129000008,36.00,100.52,342.38,167.96,780.82,296.61,948.78
HVC,May-2021,2021-05-19 00:00:00,351.13,2447.8563384999966,72.00,189.01,540.14,289.82,1561.99,596.04,1851.81
HVC,May-2021,2021-05-20 00:00:00,420.35,2354.898910999999,72.00,212.55,632.89,293.69,1482.11,579.10,1775.80
HVC,May-2021,2021-05-21 00:00:00,448.89,2294.727845199999,72.00,244.38,693.27,355.76,1459.19,479.78,1814.95
HVC,May-2021,2021-05-22 00:00:00,439.19,2302.4361206000017,72.00,256.49,695.68,274.06,1488.20,540.17,1762.26
HVC,May-2021,2021-05-23 00:00:00,479.07,2175.9055210999986,73.09,342.78,821.85,259.12,1355.46,561.32,1614.58
HVC,May-2021,2021-05-24 00:00:00,462.37,2220.0996761000024,72.00,328.53,790.90,270.07,1349.45,600.58,1619.52
HVC,May-2021,2021-05-25 00:00:00,387.80,2237.632994400001,72.50,360.79,748.59,247.92,1331.62,658.09,1579.54
HVC,May-2021,2021-05-26 00:00:00,407.21,2231.447644400002,72.00,372.59,779.80,253.07,1418.11,560.27,1671.18
HVC,May-2021,2021-05-27 00:00:00,484.26,2146.7443584999983,72.00,380.10,864.36,269.69,1406.74,470.32,1676.43
HVC,May-2021,2021-05-28 00:00:00,456.58,2115.690144800001,72.00,403.73,860.31,257.22,1336.30,522.17,1593.52
HVC,May-2021,2021-05-29 00:00:00,447.11,2072.796611199999,72.00,456.09,903.20,214.61,1325.99,532.19,1540.60
HVC,May-2021,2021-05-30 00:00:00,461.67,2102.814391200001,72.00,422.20,883.86,214.69,1313.29,574.83,1527.98
HVC,May-2021,2021-05-31 00:00:00,439.42,2158.5812345999993,72.00,378.00,817.42,232.08,1389.20,537.30,1621.28
HVC,Jun-2021,2021-06-01 00:00:00,440.05,2180.8220944999994,72.00,355.13,795.18,232.15,1354.86,593.81,1587.01
HVC,Jun-2021,2021-06-02 00:00:00,535.13,2209.2223747000016,62.32,264.25,799.39,183.43,1411.44,614.36,1594.87
HVC,Jun-2021,2021-06-03 00:00:00,471.40,2293.453245200001,48.00,256.99,728.39,261.84,1430.03,601.58,1691.88
HVC,Jun-2021,2021-06-04 00:00:00,445.45,2404.0451354999987,48.00,182.03,627.48,340.24,1473.39,590.42,1813.63
HVC,Jun-2021,2021-06-05 00:00:00,421.57,2307.251265000001,61.93,257.24,678.82,502.97,1107.39,696.90,1610.35
HVC,Jun-2021,2021-06-06 00:00:00,432.11,2217.8001727000014,72.00,301.85,733.96,313.99,1332.44,571.37,1646.43
HVC,Jun-2021,2021-06-07 00:00:00,442.74,2235.4523570999986,72.00,321.81,764.55,301.41,1411.59,522.45,1713.01
HVC,Jun-2021,2021-06-08 00:00:00,383.48,2358.7847914000004,72.00,280.82,664.31,326.82,1497.81,534.15,1824.63
HVC,Jun-2021,2021-06-09 00:00:00,381.39,2371.9292363999994,72.00,278.46,659.85,340.56,1492.42,538.95,1832.98
HVC,Jun-2021,2021-06-10 00:00:00,396.97,2422.1149770000015,72.00,205.89,602.86,340.66,1607.76,473.70,1948.42
HVC,Jun-2021,2021-06-11 00:00:00,346.69,2355.7825657000003,72.00,308.92,655.61,277.21,1530.42,548.15,1807.63
HVC,Jun-2021,2021-06-12 00:00:00,400.86,2352.123378499999,72.00,270.39,671.25,292.99,1559.59,499.55,1852.58
HVC,Jun-2021,2021-06-13 00:00:00,415.70,2345.9428540999997,72.00,262.05,677.75,288.84,1499.02,558.09,1787.86
HVC,Jun-2021,2021-06-14 00:00:00,497.41,2247.673492700001,72.00,254.92,752.33,373.49,1383.43,490.75,1756.92
HVC,Jun-2021,2021-06-15 00:00:00,465.83,2257.764256800002,72.00,287.37,753.21,379.17,1472.35,406.25,1851.51
HVC,Jun-2021,2021-06-16 00:00:00,483.13,2309.2364620000017,72.00,218.28,701.41,366.08,1468.27,474.89,1834.35
HVC,Jun-2021,2021-06-17 00:00:00,503.60,2258.3292683999994,72.00,260.58,764.18,353.71,1441.69,462.93,1795.40
HVC,Jun-2021,2021-06-18 00:00:00,493.76,2259.3218189,72.00,268.66,762.42,315.84,1381.39,562.09,1697.23
HVC,Jun-2021,2021-06-19 00:00:00,448.79,2342.845417599999,77.66,225.15,673.94,304.82,1436.69,601.34,1741.50
HVC,Jun-2021,2021-06-20 00:00:00,405.96,2399.8726189999998,72.00,205.79,611.75,358.80,1476.51,564.56,1835.32
HVC,Jun-2021,2021-06-21 00:00:00,439.07,2359.0454484000006,85.30,200.44,639.51,358.48,1385.26,615.31,1743.74
HVC,Jun-2021,2021-06-22 00:00:00,460.49,2294.9921483,84.00,232.52,693.01,366.69,1321.21,607.10,1687.90
HVC,Jun-2021,2021-06-23 00:00:00,468.10,2275.9059764000003,72.00,266.82,734.92,343.14,1440.74,492.02,1783.88
HVC,Jun-2021,2021-06-24 00:00:00,496.44,2291.517917100001,72.00,199.89,696.33,376.80,1477.32,437.39,1854.13
HVC,Jun-2021,2021-06-25 00:00:00,426.62,2322.2983076000005,83.68,251.18,677.80,327.04,1312.47,682.79,1639.51
HVC,Jun-2021,2021-06-26 00:00:00,467.22,2219.243790300001,101.44,307.40,774.62,270.96,1417.97,530.32,1688.93
HVC,Jun-2021,2021-06-27 00:00:00,494.12,2027.165781600001,96.00,466.36,960.48,265.84,1396.76,364.57,1662.60
HVC,Jun-2021,2021-06-28 00:00:00,518.28,2098.0579530000014,96.00,359.66,877.94,289.67,1410.18,398.20,1699.86
HVC,Jun-2021,2021-06-29 00:00:00,500.77,2058.7208410999992,96.00,428.44,929.21,286.67,1298.89,473.16,1585.57
HVC,Jun-2021,2021-06-30 00:00:00,434.43,2151.8247801999987,96.00,401.74,836.17,308.26,1295.93,547.64,1604.19
HVC,Jul-2021,2021-07-01 00:00:00,659.97,2257.4267960999996,96.00,34.58,694.55,239.56,802.42,1215.44,1041.99
HVC,Jul-2021,2021-07-02 00:00:00,402.77,2108.1018664000003,96.00,475.39,878.15,269.96,1056.11,782.03,1326.07
HVC,Jul-2021,2021-07-03 00:00:00,410.39,2047.8802381,96.00,494.17,904.57,262.24,1103.82,681.82,1366.06
HVC,Jul-2021,2021-07-04 00:00:00,349.35,2184.8339108000023,96.00,484.66,834.00,255.52,1326.81,602.50,1582.33
HVC,Jul-2021,2021-07-05 00:00:00,371.71,2222.105164999999,98.01,366.23,737.94,288.89,1398.72,534.49,1687.62
HVC,Jul-2021,2021-07-06 00:00:00,333.16,2183.9713085000008,96.00,442.87,776.04,303.13,1297.77,583.07,1600.90
HVC,Jul-2021,2021-07-07 00:00:00,323.18,2153.651970200002,96.53,509.88,833.06,290.46,1227.81,635.38,1518.28
HVC,Jul-2021,2021-07-08 00:00:00,362.21,2095.393141499999,96.00,506.52,868.73,326.11,1249.25,520.04,1575.36
HVC,Jul-2021,2021-07-09 00:00:00,262.47,2148.4754574999997,96.00,553.53,816.00,240.06,1373.00,535.42,1613.05
HVC,Jul-2021,2021-07-10 00:00:00,321.97,2117.4152105000003,96.00,535.27,857.24,235.50,1351.08,530.83,1586.58
HVC,Jul-2021,2021-07-11 00:00:00,354.43,2054.1716442000024,95.66,565.59,920.02,291.47,1286.46,476.25,1577.93
HVC,Jul-2021,2021-07-12 00:00:00,338.05,2170.6779498000024,96.00,490.96,829.01,280.67,1379.23,510.78,1659.90
HVC,Jul-2021,2021-07-13 00:00:00,364.69,2147.635186200002,96.00,451.12,815.81,265.22,1389.69,492.73,1654.91
HVC,Jul-2021,2021-07-14 00:00:00,445.55,2129.0351493999988,96.00,423.35,868.89,293.26,1358.72,477.05,1651.99
HVC,Jul-2021,2021-07-15 00:00:00,387.78,2115.029928599999,96.48,474.42,862.20,256.88,1349.90,508.25,1606.78
HVC,Jul-2021,2021-07-16 00:00:00,429.39,2046.6116097999993,72.00,499.98,929.37,276.97,1331.68,437.96,1608.65
HVC,Jul-2021,2021-07-17 00:00:00,394.27,2050.572438699998,73.29,529.05,923.32,244.58,1403.12,402.87,1647.70
HVC,Jul-2021,2021-07-18 00:00:00,354.85,2124.9571115,72.00,520.69,875.54,262.62,1423.66,438.67,1686.29
HVC,Jul-2021,2021-07-19 00:00:00,384.04,2045.5695887000004,72.00,580.76,964.79,259.60,1436.67,349.30,1696.27
HVC,Jul-2021,2021-07-20 00:00:00,412.58,2017.7982298000009,72.00,604.82,1017.40,267.55,1438.58,311.67,1706.13
