Site Code,Month-Year,Date,FMS Total Active Maintenance Hours (Actual),FMS Total Available Time (Actual),FMS Total Excluded Calendar Hours (Actual),FMS Total Maintenance Delay Hours (Actual),FMS Total Maintenance Hours (Actual),FMS Total Operational Delay Hours (Actual),FMS Total Production Time (Hours) (Actual),FMS Total Standby Hours (Actual),FMS Total Utilized Time (Actual)
RDM,Dec-2020,2020-12-20 00:00:00,166.42,1089.183888888889,96.00,160.40,326.82,33.88,320.21,735.09,354.09
RDM,Dec-2020,2020-12-21 00:00:00,152.38,1063.4633333333336,96.00,200.16,352.54,49.33,318.42,695.71,367.75
RDM,Dec-2020,2020-12-22 00:00:00,215.89,988.7891666666668,96.00,211.32,427.21,58.70,281.92,648.17,340.62
RDM,Dec-2020,2020-12-23 00:00:00,236.32,994.8619444444446,96.00,184.82,421.14,51.45,270.10,673.31,321.55
RDM,Dec-2020,2020-12-24 00:00:00,280.19,966.8055555555557,96.00,169.01,449.19,44.17,235.22,687.41,279.39
RDM,Dec-2020,2020-12-25 00:00:00,235.18,1012.6286111111111,96.00,168.19,403.37,26.87,260.69,725.07,287.56
RDM,Dec-2020,2020-12-26 00:00:00,170.08,1077.6983333333333,96.00,168.23,338.30,31.69,327.41,718.60,359.10
RDM,Dec-2020,2020-12-27 00:00:00,182.59,1030.223888888889,96.00,203.18,385.78,32.37,307.48,690.37,339.85
RDM,Dec-2020,2020-12-28 00:00:00,190.86,1020.9513888888889,96.00,204.19,395.05,32.63,289.16,699.15,321.80
RDM,Dec-2020,2020-12-29 00:00:00,119.88,1057.4180555555558,96.00,238.70,358.58,27.93,294.97,734.52,322.90
RDM,Dec-2020,2020-12-30 00:00:00,97.20,1117.1402777777778,96.00,201.66,298.86,28.74,288.39,800.02,317.12
RDM,Dec-2020,2020-12-31 00:00:00,90.97,1132.4222222222222,96.00,192.61,283.58,28.74,277.28,826.41,306.02
RDM,Jan-2021,2021-01-01 00:00:00,114.54,1109.4566666666665,96.00,192.00,306.54,32.84,282.23,794.39,315.07
RDM,Jan-2021,2021-01-02 00:00:00,155.31,1083.7172222222223,96.00,176.97,332.28,32.61,286.11,765.00,318.72
RDM,Jan-2021,2021-01-03 00:00:00,151.90,1096.1038888888888,96.00,168.00,319.90,32.04,314.03,750.03,346.07
RDM,Jan-2021,2021-01-04 00:00:00,125.23,1122.766111111111,96.00,168.00,293.23,35.55,293.73,793.48,329.28
RDM,Jan-2021,2021-01-05 00:00:00,125.13,1095.453611111111,96.00,195.42,320.55,32.35,282.01,781.09,314.37
RDM,Jan-2021,2021-01-06 00:00:00,109.23,1064.893611111111,96.00,241.87,351.11,32.43,280.77,751.69,313.20
RDM,Jan-2021,2021-01-07 00:00:00,130.61,1045.0533333333333,96.00,240.34,370.95,30.79,262.25,752.01,293.04
RDM,Jan-2021,2021-01-08 00:00:00,88.05,1087.953888888889,96.00,240.00,328.05,33.05,271.64,783.26,304.69
RDM,Jan-2021,2021-01-09 00:00:00,100.28,1070.0333333333333,96.00,240.00,340.28,39.22,281.47,749.34,320.69
RDM,Jan-2021,2021-01-10 00:00:00,123.24,1062.3944444444442,96.00,230.37,353.61,37.30,306.75,718.35,344.05
RDM,Jan-2021,2021-01-11 00:00:00,154.87,1035.6658333333332,96.00,225.46,380.33,32.82,290.95,711.89,323.77
RDM,Jan-2021,2021-01-12 00:00:00,130.20,1069.7680555555553,96.00,216.03,346.23,29.85,287.56,752.36,317.41
RDM,Jan-2021,2021-01-13 00:00:00,116.15,1093.0575,96.00,206.79,322.94,34.70,319.19,739.17,353.89
RDM,Jan-2021,2021-01-14 00:00:00,124.33,1096.9933333333333,96.00,194.68,319.01,33.26,284.11,779.62,317.37
RDM,Jan-2021,2021-01-15 00:00:00,87.43,1112.253888888889,96.00,216.32,303.75,37.86,294.67,779.73,332.53
RDM,Jan-2021,2021-01-16 00:00:00,125.49,1119.8638888888888,96.00,170.65,296.14,37.04,323.35,759.47,360.39
RDM,Jan-2021,2021-01-17 00:00:00,120.00,1140,96.00,156.00,276.00,62.67,147.57,929.76,210.24
RDM,Jan-2021,2021-01-18 00:00:00,154.85,1117.1472222222221,96.00,144.00,298.85,109.04,197.90,810.21,306.94
RDM,Jan-2021,2021-01-19 00:00:00,125.40,1131.8911111111113,96.00,158.71,284.11,106.84,283.59,741.46,390.43
RDM,Jan-2021,2021-01-20 00:00:00,125.74,1122.2608333333333,96.00,168.00,293.74,98.98,295.14,728.14,394.12
RDM,Jan-2021,2021-01-21 00:00:00,129.32,1111.5013888888889,96.00,175.18,304.50,88.03,282.87,740.61,370.89
RDM,Jan-2021,2021-01-22 00:00:00,177.12,1105.4702777777777,96.00,133.41,310.53,96.03,255.29,754.15,351.32
RDM,Jan-2021,2021-01-23 00:00:00,169.61,1125.707222222222,96.00,120.68,290.29,76.83,293.83,755.05,370.65
RDM,Jan-2021,2021-01-24 00:00:00,198.26,1097.74,96.00,120.00,318.26,85.35,272.74,739.65,358.09
RDM,Jan-2021,2021-01-25 00:00:00,202.96,1063.7202777777777,96.00,149.32,352.28,82.52,263.25,717.95,345.78
RDM,Jan-2021,2021-01-26 00:00:00,227.20,991.4858333333333,96.00,197.32,424.51,76.34,160.88,754.27,237.22
RDM,Jan-2021,2021-01-27 00:00:00,231.55,1020.7733333333334,96.00,187.68,419.23,55.34,284.30,681.13,339.65
RDM,Jan-2021,2021-01-28 00:00:00,249.27,1017.9194444444445,96.00,172.81,422.08,56.07,276.22,685.64,332.28
RDM,Jan-2021,2021-01-29 00:00:00,246.12,1002.7841666666667,96.00,191.10,437.22,58.02,250.70,694.06,308.72
RDM,Jan-2021,2021-01-30 00:00:00,225.48,1018.1291666666666,96.00,196.39,421.87,55.83,264.20,698.10,320.03
RDM,Jan-2021,2021-01-31 00:00:00,207.69,1022.338888888889,96.00,209.97,417.66,55.71,243.18,723.45,298.89
RDM,Feb-2021,2021-02-01 00:00:00,269.28,963.8586111111111,96.00,206.86,476.14,64.36,239.32,660.17,303.68
RDM,Feb-2021,2021-02-02 00:00:00,143.17,1001.4916666666668,96.00,295.34,438.51,51.17,214.58,735.74,265.76
RDM,Feb-2021,2021-02-03 00:00:00,152.62,1005.548888888889,96.00,281.83,434.45,49.72,203.55,752.28,253.27
RDM,Feb-2021,2021-02-04 00:00:00,153.35,969.2505555555556,96.00,317.40,470.75,46.32,164.75,758.19,211.06
RDM,Feb-2021,2021-02-05 00:00:00,142.19,959.6255555555556,96.00,338.19,480.37,60.15,235.07,664.40,295.22
RDM,Feb-2021,2021-02-06 00:00:00,139.26,966.3163888888889,96.00,334.43,473.68,51.37,235.30,679.65,286.66
RDM,Feb-2021,2021-02-07 00:00:00,168.34,946.9450000000002,96.00,324.72,493.06,47.73,226.93,672.29,274.66
RDM,Feb-2021,2021-02-08 00:00:00,191.58,977.9511111111111,96.00,270.47,462.05,51.58,239.80,686.58,291.37
RDM,Feb-2021,2021-02-09 00:00:00,189.92,984.4622222222223,96.00,265.61,455.54,62.22,242.09,680.16,304.30
RDM,Feb-2021,2021-02-10 00:00:00,178.68,974.0600000000001,96.00,287.26,465.94,50.68,218.94,704.44,269.62
RDM,Feb-2021,2021-02-11 00:00:00,153.53,1002.6499999999999,96.00,283.82,437.35,48.93,230.39,723.33,279.32
RDM,Feb-2021,2021-02-12 00:00:00,146.36,1036.7447222222222,96.00,256.89,403.26,47.18,222.82,766.74,270.00
RDM,Feb-2021,2021-02-13 00:00:00,139.97,1054.5233333333333,96.00,245.51,385.48,46.93,231.86,775.74,278.78
RDM,Feb-2021,2021-02-14 00:00:00,135.48,1080.0774999999999,96.00,200.44,335.92,61.28,265.81,752.99,327.09
RDM,Feb-2021,2021-02-15 00:00:00,196.78,1042.1958333333332,96.00,177.03,373.80,62.51,267.46,712.22,329.97
RDM,Feb-2021,2021-02-16 00:00:00,186.74,1061.0122222222224,96.00,168.24,354.99,59.70,277.76,723.55,337.46
RDM,Feb-2021,2021-02-17 00:00:00,194.81,1077.3166666666666,96.00,143.88,338.68,59.64,281.70,735.98,341.34
RDM,Feb-2021,2021-02-18 00:00:00,207.42,1043.7972222222224,96.00,164.79,372.20,61.27,278.86,703.67,340.13
RDM,Feb-2021,2021-02-19 00:00:00,168.39,1067.4855555555555,96.00,180.12,348.51,56.91,247.71,762.86,304.62
RDM,Feb-2021,2021-02-20 00:00:00,127.36,1115.8977777777777,96.00,172.75,300.10,58.08,274.44,783.39,332.51
RDM,Feb-2021,2021-02-21 00:00:00,65.34,1144.1363888888886,96.00,206.52,271.86,51.80,286.32,806.01,338.13
RDM,Feb-2021,2021-02-22 00:00:00,138.61,1085.3961111111112,96.00,191.99,330.60,55.30,264.53,765.57,319.83
RDM,Feb-2021,2021-02-23 00:00:00,107.79,1097.3180555555555,96.00,210.89,318.68,54.65,253.42,789.24,308.07
RDM,Feb-2021,2021-02-24 00:00:00,123.41,1125.5444444444443,96.00,167.04,290.46,27.56,271.84,826.14,299.40
RDM,Feb-2021,2021-02-25 00:00:00,135.91,1124.322777777778,96.00,155.77,291.68,32.50,247.87,843.95,280.37
RDM,Feb-2021,2021-02-26 00:00:00,181.00,1083.1541666666667,96.00,151.85,332.85,34.25,277.77,771.14,312.02
RDM,Feb-2021,2021-02-27 00:00:00,151.23,1115.3197222222225,96.00,149.45,300.68,27.11,271.06,817.15,298.17
RDM,Feb-2021,2021-02-28 00:00:00,151.62,1075.0880555555555,96.00,189.29,340.91,29.55,275.84,769.70,305.39
RDM,Mar-2021,2021-03-01 00:00:00,138.83,1089.1850000000002,96.00,187.98,326.82,25.77,285.56,777.85,311.34
RDM,Mar-2021,2021-03-02 00:00:00,207.92,1024.8375,96.00,183.25,391.16,30.08,264.80,729.96,294.88
RDM,Mar-2021,2021-03-03 00:00:00,217.73,995.3088888888889,96.00,202.96,420.69,19.73,265.02,710.56,284.75
RDM,Mar-2021,2021-03-04 00:00:00,198.88,983.7105555555555,96.00,233.41,432.29,18.58,249.85,715.28,268.43
RDM,Mar-2021,2021-03-05 00:00:00,169.22,1007.9722222222222,96.00,238.81,408.03,23.15,176.39,808.43,199.54
RDM,Mar-2021,2021-03-06 00:00:00,137.92,1044.5383333333334,96.00,233.54,371.46,31.08,217.68,795.78,248.76
RDM,Mar-2021,2021-03-07 00:00:00,138.86,1106.0733333333333,96.00,171.06,309.93,35.93,235.51,834.63,271.44
RDM,Mar-2021,2021-03-08 00:00:00,133.68,1109.3225,96.00,173.00,306.68,21.99,128.15,959.18,150.14
RDM,Mar-2021,2021-03-09 00:00:00,164.48,1073.3808333333334,96.00,178.14,342.62,34.30,179.09,859.98,213.40
RDM,Mar-2021,2021-03-10 00:00:00,189.31,1027.5452777777778,96.00,199.15,388.45,29.28,244.97,753.30,274.25
RDM,Mar-2021,2021-03-11 00:00:00,200.28,1014.3011111111111,96.00,201.42,401.70,40.11,257.95,716.24,298.06
RDM,Mar-2021,2021-03-12 00:00:00,144.98,990.0000000000001,96.00,281.02,426.00,27.34,236.58,726.09,263.92
RDM,Mar-2021,2021-03-13 00:00:00,132.77,992.7375,96.00,290.50,423.26,27.02,251.81,713.90,278.84
RDM,Mar-2021,2021-03-14 00:00:00,120.94,953.6505555555557,92.00,282.41,403.35,36.83,245.25,671.57,282.08
RDM,Mar-2021,2021-03-15 00:00:00,104.59,1006.4175,96.00,304.99,409.58,43.76,260.84,701.82,304.60
RDM,Mar-2021,2021-03-16 00:00:00,153.51,999.6758333333332,96.00,262.82,416.32,41.29,286.09,672.30,327.38
RDM,Mar-2021,2021-03-17 00:00:00,158.78,948.7766666666668,96.00,308.44,467.22,32.87,267.72,648.19,300.59
RDM,Mar-2021,2021-03-18 00:00:00,211.97,914.8858333333333,96.00,289.14,501.11,28.53,238.30,648.05,266.83
RDM,Mar-2021,2021-03-19 00:00:00,185.79,942.2072222222223,96.00,288.00,473.79,34.57,297.85,609.78,332.42
RDM,Mar-2021,2021-03-20 00:00:00,225.58,899.5283333333332,96.00,290.89,516.47,36.04,308.62,554.87,344.66
RDM,Mar-2021,2021-03-21 00:00:00,190.69,901.1927777777777,106.36,313.76,504.45,40.27,268.44,592.48,308.71
RDM,Mar-2021,2021-03-22 00:00:00,148.45,910.2605555555555,104.83,348.46,496.91,37.07,289.49,583.70,326.57
RDM,Mar-2021,2021-03-23 00:00:00,116.19,954.3561111111112,96.00,345.46,461.64,35.70,269.13,649.53,304.83
RDM,Mar-2021,2021-03-24 00:00:00,75.02,1004.973888888889,96.00,336.01,411.03,53.18,288.35,663.45,341.53
RDM,Mar-2021,2021-03-25 00:00:00,55.76,1038.4847222222222,96.00,321.76,377.52,36.70,234.97,766.81,271.67
RDM,Mar-2021,2021-03-26 00:00:00,90.93,1020.4716666666666,96.00,304.60,395.53,32.40,269.74,718.34,302.13
RDM,Mar-2021,2021-03-27 00:00:00,129.76,991.5669444444445,96.00,294.68,424.43,28.78,267.12,695.67,295.90
RDM,Mar-2021,2021-03-28 00:00:00,116.12,1006.4375000000001,96.00,293.44,409.56,31.63,285.08,689.73,316.70
RDM,Mar-2021,2021-03-29 00:00:00,104.75,1035.5505555555555,96.00,275.70,380.45,28.17,231.57,775.81,259.74
RDM,Mar-2021,2021-03-30 00:00:00,144.33,1005.0458333333335,96.00,266.63,410.95,31.61,221.70,751.73,253.31
RDM,Mar-2021,2021-03-31 00:00:00,156.18,1013.2175000000001,96.00,246.61,402.78,23.97,231.74,757.51,255.71
RDM,Apr-2021,2021-04-01 00:00:00,168.84,1007.9788888888891,96.00,239.18,408.02,52.19,238.39,717.40,290.58
RDM,Apr-2021,2021-04-02 00:00:00,186.87,979.9833333333332,96.00,249.15,436.02,49.13,241.89,688.96,291.02
RDM,Apr-2021,2021-04-03 00:00:00,145.90,997.9880555555554,96.00,272.11,418.01,60.57,266.64,670.77,327.22
RDM,Apr-2021,2021-04-04 00:00:00,140.78,990.1102777777777,96.00,285.11,425.89,58.45,274.45,657.21,332.90
RDM,Apr-2021,2021-04-05 00:00:00,141.36,985.9469444444444,96.00,288.70,430.05,55.24,260.57,670.13,315.82
RDM,Apr-2021,2021-04-06 00:00:00,126.65,1034.9141666666665,96.00,278.44,405.09,62.13,269.30,703.48,331.44
RDM,Apr-2021,2021-04-07 00:00:00,126.40,1032.016388888889,96.00,281.58,407.98,30.99,277.12,723.90,308.11
RDM,Apr-2021,2021-04-08 00:00:00,93.60,1080.9788888888888,96.00,265.42,359.02,24.97,260.39,795.62,285.36
RDM,Apr-2021,2021-04-09 00:00:00,112.70,1026.3297222222222,96.00,300.98,413.67,32.55,261.54,732.24,294.09
RDM,Apr-2021,2021-04-10 00:00:00,152.34,1017.4666666666667,96.00,270.20,422.53,35.08,277.18,705.21,312.26
RDM,Apr-2021,2021-04-11 00:00:00,110.42,1047.423611111111,96.00,282.15,392.58,39.64,310.13,697.66,349.77
RDM,Apr-2021,2021-04-12 00:00:00,116.19,1070.2083333333335,96.00,253.61,369.79,47.21,289.62,733.37,336.83
RDM,Apr-2021,2021-04-13 00:00:00,140.63,1076.1202777777776,96.00,223.25,363.88,44.31,295.36,736.45,339.67
RDM,Apr-2021,2021-04-14 00:00:00,102.00,1119.55,96.00,218.45,320.45,44.09,269.65,805.81,313.74
RDM,Apr-2021,2021-04-15 00:00:00,101.05,1092.8530555555556,96.00,246.09,347.15,71.80,243.53,777.52,315.33
RDM,Apr-2021,2021-04-16 00:00:00,141.47,1081.8191666666667,96.00,216.71,358.18,39.91,246.85,795.06,286.76
RDM,Apr-2021,2021-04-17 00:00:00,156.27,1100.0566666666666,96.00,183.68,339.94,40.86,283.08,776.12,323.93
RDM,Apr-2021,2021-04-18 00:00:00,160.12,1120.4850000000001,96.00,159.40,319.52,37.25,308.29,774.95,345.54
RDM,Apr-2021,2021-04-19 00:00:00,113.75,1110.1369444444445,96.00,216.11,329.86,50.89,300.09,759.17,350.97
RDM,Apr-2021,2021-04-20 00:00:00,141.40,1082.4402777777777,96.00,216.16,357.56,42.69,285.90,753.84,328.60
RDM,Apr-2021,2021-04-21 00:00:00,140.53,1097.3155555555556,96.00,202.15,342.68,37.12,275.80,784.40,312.92
RDM,Apr-2021,2021-04-22 00:00:00,89.60,1141.0427777777777,96.00,209.36,298.96,53.84,273.33,813.87,327.17
RDM,Apr-2021,2021-04-23 00:00:00,91.60,1125.322777777778,96.00,223.08,314.68,42.10,290.12,793.10,332.23
RDM,Apr-2021,2021-04-24 00:00:00,131.83,1110.3783333333336,96.00,197.79,329.62,45.62,278.38,786.38,324.00
RDM,Apr-2021,2021-04-25 00:00:00,134.84,1121.6583333333333,96.00,183.50,318.34,45.18,278.60,797.88,323.78
RDM,Apr-2021,2021-04-26 00:00:00,112.40,1123.753888888889,96.00,203.85,316.25,51.68,283.44,788.64,335.12
RDM,Apr-2021,2021-04-27 00:00:00,152.74,1090.5027777777775,96.00,196.76,349.50,38.03,284.84,767.64,322.87
RDM,Apr-2021,2021-04-28 00:00:00,108.13,1098.794722222222,96.00,233.08,341.21,42.46,293.06,763.28,335.52
RDM,Apr-2021,2021-04-29 00:00:00,162.62,1085.3827777777778,96.00,192.00,354.62,44.76,260.93,779.70,305.68
RDM,Apr-2021,2021-04-30 00:00:00,154.90,1092.1255555555556,96.00,192.97,347.87,44.99,286.82,760.31,331.82
RDM,May-2021,2021-05-01 00:00:00,128.98,1118.9394444444445,96.00,192.08,321.06,41.09,301.81,776.04,342.90
RDM,May-2021,2021-05-02 00:00:00,101.76,1127.612222222222,96.00,210.63,312.39,38.31,300.44,788.86,338.76
RDM,May-2021,2021-05-03 00:00:00,95.48,1128.5194444444446,96.00,216.00,311.48,33.70,274.96,819.87,308.65
RDM,May-2021,2021-05-04 00:00:00,109.14,1120.828611111111,96.00,210.03,319.17,38.30,289.97,792.56,328.27
RDM,May-2021,2021-05-05 00:00:00,80.80,1165.703611111111,96.00,193.50,274.30,46.62,300.63,818.46,347.24
RDM,May-2021,2021-05-06 00:00:00,102.00,1145.7605555555556,96.00,192.24,294.24,51.46,265.80,828.50,317.26
RDM,May-2021,2021-05-07 00:00:00,104.24,1137.731388888889,96.00,198.03,302.27,51.78,291.99,793.96,343.77
RDM,May-2021,2021-05-08 00:00:00,103.67,1150.3424999999997,96.00,185.98,289.66,43.77,290.90,815.67,334.67
RDM,May-2021,2021-05-09 00:00:00,92.23,1184.2124999999999,96.00,163.55,255.79,30.71,282.80,870.70,313.51
RDM,May-2021,2021-05-10 00:00:00,88.01,1178.9469444444446,96.00,173.04,261.05,48.96,311.28,818.70,360.25
RDM,May-2021,2021-05-11 00:00:00,127.01,1143.1619444444445,96.00,169.83,296.84,36.53,301.70,804.94,338.23
RDM,May-2021,2021-05-12 00:00:00,119.47,1122.2377777777779,96.00,198.29,317.76,36.14,293.97,792.13,330.11
RDM,May-2021,2021-05-13 00:00:00,127.53,1117.2824999999998,96.00,195.18,322.72,38.29,278.13,800.86,316.43
RDM,May-2021,2021-05-14 00:00:00,153.94,1081.0294444444444,96.00,205.03,358.97,24.90,264.56,791.57,289.46
RDM,May-2021,2021-05-15 00:00:00,152.74,1122.8497222222222,96.00,164.41,317.15,31.68,298.42,792.75,330.10
RDM,May-2021,2021-05-16 00:00:00,181.88,1111.7930555555556,96.00,146.32,328.21,37.54,289.37,784.88,326.91
RDM,May-2021,2021-05-17 00:00:00,207.29,1107.7177777777777,96.00,124.99,332.28,45.32,259.53,802.87,304.84
RDM,May-2021,2021-05-18 00:00:00,175.26,1145.6325,96.00,119.11,294.37,40.35,265.14,840.14,305.49
RDM,May-2021,2021-05-19 00:00:00,221.88,1142.7372222222223,96.00,75.39,297.26,45.79,257.31,839.63,303.10
RDM,May-2021,2021-05-20 00:00:00,169.78,1174.645,96.00,95.57,265.36,37.91,275.12,861.61,313.03
RDM,May-2021,2021-05-21 00:00:00,168.23,1175.773888888889,96.00,96.00,264.23,43.84,291.88,840.05,335.72
RDM,May-2021,2021-05-22 00:00:00,176.81,1167.1894444444442,96.00,96.00,272.81,49.25,321.61,796.33,370.86
RDM,May-2021,2021-05-23 00:00:00,128.53,1183.1091666666664,96.00,128.36,256.89,53.99,290.92,838.20,344.91
RDM,May-2021,2021-05-24 00:00:00,102.54,1150.323611111111,96.00,187.14,289.68,50.52,286.65,813.15,337.17
RDM,May-2021,2021-05-25 00:00:00,149.77,1098.1980555555556,96.00,192.03,341.80,37.77,257.32,803.10,295.09
RDM,May-2021,2021-05-26 00:00:00,131.00,1116.9986111111111,96.00,192.00,323.00,36.35,284.67,795.98,321.02
RDM,May-2021,2021-05-27 00:00:00,105.98,1142.02,96.00,192.00,297.98,43.30,267.93,830.79,311.23
RDM,May-2021,2021-05-28 00:00:00,77.61,1149.980833333333,96.00,212.41,290.02,44.55,288.46,816.97,333.02
RDM,May-2021,2021-05-29 00:00:00,99.93,1129.899722222222,96.00,210.17,310.10,45.46,267.94,816.50,313.40
RDM,May-2021,2021-05-30 00:00:00,114.37,1129.5191666666667,96.00,196.11,310.48,59.20,262.49,807.83,321.69
RDM,May-2021,2021-05-31 00:00:00,124.46,1108.8508333333334,96.00,206.69,331.15,39.77,259.63,809.45,299.40
RDM,Jun-2021,2021-06-01 00:00:00,70.91,1121.2694444444444,96.00,247.82,318.73,33.09,309.38,778.80,342.47
RDM,Jun-2021,2021-06-02 00:00:00,81.87,1138.4575,96.00,219.67,301.54,34.81,281.31,822.33,316.12
RDM,Jun-2021,2021-06-03 00:00:00,97.58,1164.0905555555555,96.00,178.33,275.91,44.49,280.06,839.54,324.55
RDM,Jun-2021,2021-06-04 00:00:00,92.81,1178.6577777777777,96.00,168.54,261.34,48.85,292.45,837.36,341.30
RDM,Jun-2021,2021-06-05 00:00:00,106.15,1157.5066666666667,96.00,176.34,282.49,51.62,292.41,813.48,344.02
RDM,Jun-2021,2021-06-06 00:00:00,97.52,1182.4652777777778,96.00,160.01,257.53,45.92,306.77,829.77,352.69
RDM,Jun-2021,2021-06-07 00:00:00,136.55,1158.5222222222224,96.00,144.93,281.48,50.23,277.35,830.94,327.58
RDM,Jun-2021,2021-06-08 00:00:00,146.33,1160.4333333333334,96.00,133.23,279.57,53.71,266.79,839.93,320.50
RDM,Jun-2021,2021-06-09 00:00:00,85.79,1234.2052777777778,96.00,120.00,205.79,39.95,276.56,917.69,316.51
RDM,Jun-2021,2021-06-10 00:00:00,112.46,1207.5408333333332,96.00,120.00,232.46,50.42,248.85,908.27,299.28
RDM,Jun-2021,2021-06-11 00:00:00,99.60,1221.292222222222,96.00,119.11,218.71,58.62,256.40,906.28,315.02
RDM,Jun-2021,2021-06-12 00:00:00,166.35,1194.3330555555556,96.00,79.32,245.67,51.53,312.77,830.03,364.30
RDM,Jun-2021,2021-06-13 00:00:00,142.39,1225.615,96.00,72.00,214.39,48.66,314.77,862.19,363.43
RDM,Jun-2021,2021-06-14 00:00:00,112.06,1253.042777777778,96.00,74.90,186.96,54.09,332.39,866.56,386.48
RDM,Jun-2021,2021-06-15 00:00:00,111.63,1246.4841666666666,96.00,81.89,193.52,61.20,339.55,845.73,400.75
RDM,Jun-2021,2021-06-16 00:00:00,175.37,1192.2583333333332,96.00,72.37,247.74,61.62,303.34,827.30,364.96
RDM,Jun-2021,2021-06-17 00:00:00,157.40,1199.6386111111112,96.00,82.96,240.36,52.08,287.72,859.85,339.79
RDM,Jun-2021,2021-06-18 00:00:00,166.56,1176.9788888888888,96.00,96.46,263.02,38.68,287.87,850.43,326.55
RDM,Jun-2021,2021-06-19 00:00:00,210.59,1133.3300000000002,96.00,96.08,306.67,41.23,286.12,805.98,327.35
RDM,Jun-2021,2021-06-20 00:00:00,238.64,1105.2391666666667,96.00,96.12,334.76,34.39,301.07,769.78,335.46
RDM,Jun-2021,2021-06-21 00:00:00,199.25,1109.9122222222222,96.00,130.83,330.09,41.33,296.87,771.71,338.20
RDM,Jun-2021,2021-06-22 00:00:00,159.98,1081.5897222222222,96.00,198.43,358.41,40.65,277.97,762.97,318.62
RDM,Jun-2021,2021-06-23 00:00:00,180.22,1065.4044444444444,96.00,194.37,374.60,30.60,260.89,773.92,291.49
RDM,Jun-2021,2021-06-24 00:00:00,118.14,1128.2752777777778,96.00,193.59,311.72,47.18,249.15,831.94,296.34
RDM,Jun-2021,2021-06-25 00:00:00,131.38,1144.5355555555554,96.00,164.09,295.46,33.61,286.92,824.00,320.53
RDM,Jun-2021,2021-06-26 00:00:00,159.73,1136.2705555555556,96.00,144.00,303.73,36.86,276.20,823.21,313.06
RDM,Jun-2021,2021-06-27 00:00:00,172.14,1139.7222222222222,96.00,128.14,300.28,40.83,281.30,817.59,322.13
RDM,Jun-2021,2021-06-28 00:00:00,159.94,1129.368611111111,96.00,150.69,310.63,46.03,263.57,819.77,309.60
RDM,Jun-2021,2021-06-29 00:00:00,121.87,1159.1875,96.00,158.94,280.81,57.05,297.17,804.97,354.22
RDM,Jun-2021,2021-06-30 00:00:00,170.02,1173.4533333333334,96.00,96.53,266.55,32.28,298.72,842.45,331.00
RDM,Jul-2021,2021-07-01 00:00:00,161.84,1182.165,96.00,96.00,257.84,25.29,287.45,869.43,312.74
RDM,Jul-2021,2021-07-02 00:00:00,165.60,1171.7686111111113,96.00,102.63,268.23,28.72,285.08,857.97,313.80
RDM,Jul-2021,2021-07-03 00:00:00,141.82,1223.94,96.00,74.24,216.06,34.82,284.24,904.88,319.06
RDM,Jul-2021,2021-07-04 00:00:00,133.68,1213.7736111111112,96.00,92.54,226.23,30.74,266.83,916.21,297.56
RDM,Jul-2021,2021-07-05 00:00:00,154.90,1193.8386111111113,96.00,91.26,246.16,26.01,278.43,889.40,304.44
RDM,Jul-2021,2021-07-06 00:00:00,126.95,1231.9524999999999,96.00,81.10,208.05,45.05,281.33,905.58,326.37
RDM,Jul-2021,2021-07-07 00:00:00,128.37,1262.6177777777777,96.00,49.01,177.38,32.64,312.17,917.80,344.82
RDM,Jul-2021,2021-07-08 00:00:00,119.41,1272.448888888889,96.00,48.14,167.55,38.41,310.31,923.72,348.73
RDM,Jul-2021,2021-07-09 00:00:00,129.22,1262.6197222222222,96.00,48.16,177.38,35.71,261.87,965.04,297.58
RDM,Jul-2021,2021-07-10 00:00:00,140.99,1215.6758333333332,96.00,83.33,224.32,39.76,264.89,911.03,304.65
RDM,Jul-2021,2021-07-11 00:00:00,100.11,1267.5105555555556,96.00,72.38,172.49,44.86,283.35,939.31,328.21
RDM,Jul-2021,2021-07-12 00:00:00,115.66,1248.0469444444443,96.00,76.30,191.95,56.87,259.00,932.18,315.87
RDM,Jul-2021,2021-07-13 00:00:00,106.22,1228.3602777777778,96.00,105.42,211.64,39.34,283.08,905.94,322.42
RDM,Jul-2021,2021-07-14 00:00:00,196.45,1134.654722222222,96.00,108.89,305.35,36.12,244.45,854.08,280.57
RDM,Jul-2021,2021-07-15 00:00:00,209.60,1133.385277777778,96.00,97.01,306.61,46.50,240.43,846.46,286.92
RDM,Jul-2021,2021-07-16 00:00:00,160.23,1182.831666666667,96.00,96.94,257.17,54.27,259.55,869.02,313.82
RDM,Jul-2021,2021-07-17 00:00:00,173.50,1157.7258333333334,96.00,108.77,282.27,58.48,284.71,814.53,343.19
RDM,Jul-2021,2021-07-18 00:00:00,209.87,1107.1433333333334,96.00,122.98,332.86,45.49,282.80,778.85,328.30
RDM,Jul-2021,2021-07-19 00:00:00,185.62,1132.2077777777777,96.00,122.17,307.79,47.31,291.49,793.41,338.80
RDM,Jul-2021,2021-07-20 00:00:00,200.55,1119.072222222222,96.00,120.38,320.93,54.30,277.64,787.14,331.93
RDM,Jul-2021,2021-07-21 00:00:00,157.07,1172.2852777777778,96.00,110.65,267.71,33.40,277.82,861.07,311.22
RDM,Jul-2021,2021-07-22 00:00:00,178.30,1177.7930555555554,96.00,83.91,262.21,36.37,276.18,865.24,312.56
